"","Country Code","Year","Count"
"2182","COL",1985,29951201
"2183","COL",1970,21480065
"2184","COL",1977,25164545
"2185","COL",1986,30572478
"2186","COL",1987,31195413
"2187","COL",1989,32457499
"2188","COL",2013,46497267
"2189","COL",1999,38999471
"2190","COL",1994,35758979
"2191","COL",2012,46076848
"2192","COL",1962,17092918
"2193","COL",1997,37723800
"2194","COL",1983,28714190
"2195","COL",1961,16567811
"2196","COL",2015,47520667
"2197","COL",2004,42075955
"2198","COL",2014,46969209
"2199","COL",1998,38364309
"2200","COL",2008,44254975
"2201","COL",1993,35091275
"2202","COL",1978,25733673
"2203","COL",2003,41483869
"2204","COL",2009,44750054
"2205","COM",2005,611627
"2206","COM",1996,488627
"2207","COM",2001,555888
"2208","COM",1969,225325
"2209","COM",2011,706569
"2210","COM",1966,211478
"2211","COM",1979,297447
"2212","COM",2000,542357
"2213","COM",1970,230054
"2214","COM",1973,244208
"2215","COM",1975,257290
"2216","COM",2016,795592
"2217","COM",1991,423872
"2218","COM",2006,626425
"2219","COM",1976,265953
"2220","COM",2015,777424
"2221","COM",1982,326946
"2222","COM",1964,203753
"2223","COM",1990,411594
"2224","COM",1992,436448
"2225","COM",1978,286634
"2226","COM",1999,528848
"2227","COM",2012,723871
"2228","COM",1994,462277
"2229","COM",1984,345466
"2230","COM",1972,239235
"2231","COM",1986,365760
"2232","COM",1960,191121
"2233","COM",2002,569479
"2234","COM",2017,813892
"2235","COM",1987,376654
"2236","COM",2007,641620
"2237","COM",1989,399632
"2238","COM",2010,689692
"2239","COM",1993,449274
"2240","COM",1963,200372
"2241","COM",1981,317606
"2242","COM",1965,207424
"2243","COM",1967,215897
"2244","COM",1997,501953
"2245","COM",1985,355337
"2246","COM",1988,387963
"2247","COM",1983,336096
"2248","COM",2014,759390
"2249","COM",1977,275900
"2250","COM",1995,475394
"2251","COM",1971,234644
"2252","COM",1968,220575
"2253","COM",1961,194139
"2254","COM",2009,673252
"2255","COM",1998,515385
"2256","COM",1980,307829
"2257","COM",1974,250104
"2258","COM",2004,597228
"2259","COM",2003,583211
"2260","COM",1962,197198
"2261","COM",2008,657229
"2262","COM",2013,741505
"2263","CRI",1975,2094188
"2264","CRI",1991,3202085
"2265","CRI",1963,1486553
"2266","CRI",2010,4577378
"2267","CRI",2000,3962372
"2268","CRI",1973,1992514
"2269","CRI",1984,2664223
"2270","CRI",2002,4100925
"2271","CRI",1987,2884851
"2272","CRI",2005,4285502
"2273","CRI",1992,3286520
"2274","CRI",1962,1433335
"2275","CRI",1997,3718949
"2276","CRI",2016,4899345
"2277","CRI",1978,2264946
"2278","CRI",1970,1847394
"2279","CRI",1964,1539941
"2280","CRI",2012,4688000
"2281","CRI",1990,3119433
"2282","CRI",1972,1944169
"2283","CRI",1967,1696732
"2284","CRI",1981,2455588
"2285","CRI",1995,3545534
"2286","CRI",2006,4345412
"2287","CRI",2004,4225155
"2288","CRI",2017,4949954
"2289","CRI",1966,1645083
"2290","CRI",2007,4404628
"2291","CRI",2001,4034074
"2292","CRI",2013,4742107
"2293","CRI",1974,2042241
"2294","CRI",1980,2389977
"2295","CRI",1999,3885430
"2296","CRI",2011,4633086
"2297","CRI",1976,2148677
"2298","CRI",1979,2326464
"2299","CRI",1965,1592841
"2300","CRI",1968,1747694
"2301","CRI",1996,3632362
"2302","CRI",1971,1896077
"2303","CRI",1960,1330782
"2304","CRI",2015,4847804
"2305","CRI",1977,2205615
"2306","CRI",1988,2960929
"2307","CRI",1982,2523354
"2308","CRI",1983,2593020
"2309","CRI",1969,1797893
"2310","CRI",1986,2810242
"2311","CRI",1994,3458834
"2312","CRI",2014,4795396
"2313","CRI",1989,3039013
"2314","CRI",1961,1381183
"2315","CRI",2009,4520740
"2316","CRI",2008,4463125
"2317","CRI",1998,3803887
"2318","CRI",1985,2736712
"2319","CRI",1993,3372298
"2320","CRI",2003,4164053
"2321","HRV",1963,4225675
"2322","HRV",1982,4634234
"2323","HRV",1995,4620030
"2324","HRV",1981,4611509
"2325","HRV",2015,4203604
"2326","HRV",1974,4490660
"2327","HRV",1993,4600463
"2328","HRV",1971,4431275
"2329","HRV",1975,4512082
"2330","HRV",1964,4252876
"2331","HRV",1989,4767260
"2332","HRV",1973,4470161
"2333","HRV",2009,4305181
"2334","HRV",1979,4594778
"2335","HRV",1965,4280923
"2336","HRV",1991,4689022
"2337","HRV",1968,4365628
"2338","HRV",1969,4391490
"2339","HRV",1972,4450564
"2340","HRV",1985,4701417
"2341","HRV",1988,4755207
"2342","HRV",1977,4559571
"2343","HRV",1997,4534920
"2344","HRV",2001,4299642
"2345","HRV",1994,4652024
"2346","HRV",1990,4777368
"2347","HRV",1970,4412252
"2348","HRV",1980,4599782
"2349","HRV",2010,4295427
"2350","HRV",2004,4304600
"2351","HRV",1999,4512597
"2352","HRV",1987,4739745
"2353","HRV",2012,4267558
"2354","HRV",2008,4309705
"2355","HRV",2016,4174349
"2356","HRV",2011,4280622
"2357","HRV",2006,4311159
"2358","HRV",1996,4557097
"2359","HRV",2000,4468302
"2360","HRV",1962,4196712
"2361","HRV",1961,4167292
"2362","HRV",2013,4255689
"2363","HRV",1983,4658254
"2364","HRV",1978,4581085
"2365","HRV",1966,4310701
"2366","HRV",2005,4310145
"2367","HRV",2002,4302174
"2368","HRV",1992,4575818
"2369","HRV",1998,4532135
"2370","HRV",2017,4124531
"2371","HRV",2003,4303399
"2372","HRV",1960,4140181
"2373","HRV",2007,4310217
"2374","HRV",2014,4238389
"2375","HRV",1976,4535934
"2376","HRV",1984,4680285
"2377","HRV",1986,4721446
"2378","HRV",1967,4338683
"2379","CUB",1982,9940317
"2380","CUB",1987,10286643
"2381","CUB",1988,10397511
"2382","CUB",2000,11126430
"2383","CUB",1995,10888252
"2384","CUB",1960,7141250
"2385","CUB",1989,10503972
"2386","CUB",2002,11199651
"2387","CUB",1991,10673542
"2388","CUB",1999,11084670
"2389","CUB",2011,11236670
"2390","CUB",1981,9898889
"2391","CUB",2005,11261582
"2392","CUB",1980,9849459
"2393","CUB",2007,11251122
"2394","CUB",2001,11164667
"2395","CUB",1967,8266380
"2396","CUB",1997,10989732
"2397","CUB",2003,11229183
"2398","CUB",2013,11282720
"2399","CUB",2014,11306902
"2400","CUB",1990,10596987
"2401","CUB",2010,11225832
"2402","CUB",1963,7623294
"2403","CUB",1964,7793262
"2404","CUB",1979,9790851
"2405","CUB",1992,10736387
"2406","CUB",1985,10097911
"2407","CUB",2009,11226709
"2408","CUB",2004,11250365
"2409","CUB",1993,10789306
"2410","CUB",2008,11236971
"2411","CUB",2006,11261248
"2412","CUB",1977,9646142
"2413","CUB",1994,10838462
"2414","CUB",1966,8115487
"2415","CUB",2017,11339259
"2416","CUB",1965,7958169
"2417","CUB",2015,11324781
"2418","CUB",1996,10939293
"2419","CUB",1971,8868083
"2420","CUB",1975,9446442
"2421","CUB",2016,11335109
"2422","CUB",1961,7291200
"2423","CUB",1968,8413552
"2424","CUB",1983,9981304
"2425","CUB",2012,11257101
"2426","CUB",1974,9320945
"2427","CUB",1976,9554188
"2428","CUB",1972,9025345
"2429","CUB",1969,8561384
"2430","CUB",1978,9724044
"2431","CUB",1973,9178804
"2432","CUB",1970,8712541
"2433","CUB",1962,7453540
"2434","CUB",1986,10183899
"2435","CUB",1984,10031649
"2436","CUB",1998,11038692
"2437","CYP",1988,736474
"2438","CYP",1993,818746
"2439","CYP",2013,1143866
"2440","CYP",2014,1152285
"2441","CYP",1978,673247
"2442","CYP",1987,723376
"2443","CYP",2015,1160985
"2444","CYP",1967,591308
"2445","CYP",2017,1179680
"2446","CYP",2008,1081563
"2447","CYP",1966,585309
"2448","CYP",1996,873423
"2449","CYP",2006,1045507
"2450","CYP",2000,943290
"2451","CYP",1990,766615
"2452","CYP",1976,657527
"2453","CYP",1977,665525
"2454","CYP",2003,993563
"2455","CYP",1992,800611
"2456","CYP",1968,598495
"2457","CYP",1999,926046
"2458","CYP",2010,1112612
"2459","CYP",1997,891190
"2460","CYP",2005,1027662
"2461","CYP",1974,642332
"2462","CYP",1971,620859
"2463","CYP",2004,1010408
"2464","CYP",2016,1170187
"2465","CYP",1969,606116
"2466","CYP",1983,694077
"2467","CYP",1980,685405
"2468","CYP",1961,576395
"2469","CYP",2009,1098083
"2470","CYP",1962,577691
"2471","CYP",1970,613618
"2472","CYP",1994,837110
"2473","CYP",1986,712340
"2474","CYP",2001,960276
"2475","CYP",2011,1124833
"2476","CYP",1989,751047
"2477","CYP",1985,703685
"2478","CYP",2012,1135046
"2479","CYP",1984,697714
"2480","CYP",1998,908702
"2481","CYP",1982,691702
"2482","CYP",1979,680005
"2483","CYP",1972,627998
"2484","CYP",1991,783124
"2485","CYP",2002,976964
"2486","CYP",1973,635107
"2487","CYP",1963,577913
"2488","CYP",2007,1063713
"2489","CYP",1995,855383
"2490","CYP",1960,572930
"2491","CYP",1975,649751
"2492","CYP",1965,580966
"2493","CYP",1981,689173
"2494","CYP",1964,578625
"2495","DNK",1970,4928757
"2496","DNK",2002,5375931
"2497","DNK",1991,5154298
"2498","DNK",1974,5045297
"2499","DNK",2017,5764980
"2500","DNK",1966,4797381
"2501","DNK",2012,5591572
"2502","DNK",1967,4835354
"2503","DNK",2004,5404523
"2504","DNK",1993,5188628
"2505","DNK",1988,5129516
"2506","DNK",1961,4611687
"2507","DNK",1980,5123027
"2508","DNK",1983,5114297
"2509","DNK",1965,4759012
"2510","DNK",1971,4963126
"2511","DNK",1984,5111619
"2512","DNK",1969,4891860
"2513","DNK",1973,5021861
"2514","DNK",1985,5113691
"2515","DNK",1960,4579603
"2516","DNK",1987,5127024
"2517","DNK",1979,5116801
"2518","DNK",2008,5493621
"2519","DNK",1968,4864883
"2520","DNK",1997,5284991
"2521","DNK",2011,5570572
"2522","DNK",2007,5461438
"2523","DNK",2006,5437272
"2524","DNK",1992,5171370
"2525","DNK",1975,5059862
"2526","DNK",2000,5339616
"2527","DNK",2001,5358783
"2528","DNK",1972,4991596
"2529","DNK",2014,5643475
"2530","DNK",1999,5321799
"2531","DNK",2013,5614932
"2532","DNK",2010,5547683
"2533","DNK",2015,5683483
"2534","DNK",1978,5104248
"2535","DNK",1977,5088419
"2536","DNK",2003,5390574
"2537","DNK",1996,5263074
"2538","DNK",1982,5117810
"2539","DNK",1981,5121572
"2540","DNK",1989,5132594
"2541","DNK",2016,5728010
"2542","DNK",2005,5419432
"2543","DNK",1976,5072596
"2544","DNK",1998,5304219
"2545","DNK",1964,4722072
"2546","DNK",1995,5233373
"2547","DNK",1990,5140939
"2548","DNK",1962,4647727
"2549","DNK",1963,4684483
"2550","DNK",1986,5120534
"2551","DNK",1994,5206180
"2552","DNK",2009,5523095
"2553","DJI",1971,169372
"2554","DJI",1972,179224
"2555","DJI",1960,83636
"2556","DJI",1980,358960
"2557","DJI",1984,406017
"2558","DJI",1979,336085
"2559","DJI",1989,563864
"2560","DJI",1998,680463
"2561","DJI",2008,816358
"2562","DJI",2017,944097
"2563","DJI",2007,805451
"2564","DJI",1999,699975
"2565","DJI",1970,159659
"2566","DJI",2003,759641
"2567","DJI",1987,490330
"2568","DJI",2013,883293
"2569","DJI",1973,190568
"2570","DJI",1988,528999
"2571","DJI",1986,454361
"2572","DJI",1993,618495
"2573","DJI",1962,94204
"2574","DJI",1974,205181
"2575","DJI",1983,393802
"2576","DJI",1992,615054
"2577","DJI",1965,114963
"2578","DJI",2011,853674
"2579","DJI",2014,898696
"2580","DJI",1994,622366
"2581","DJI",2012,868136
"2582","DJI",1969,149887
"2583","DJI",1967,131397
"2584","DJI",1976,248556
"2585","DJI",1978,308008
"2586","DJI",2016,929112
"2587","DJI",1991,606844
"2588","DJI",1968,140462
"2589","DJI",2006,794563
"2590","DJI",1966,122866
"2591","DJI",1975,224183
"2592","DJI",1997,660863
"2593","DJI",2010,840198
"2594","DJI",1981,374937
"2595","DJI",2004,771603
"2596","DJI",2009,827823
"2597","DJI",2005,783254
"2598","DJI",1961,88498
"2599","DJI",1982,385271
"2600","DJI",2015,913993
"2601","DJI",2001,733015
"2602","DJI",1977,277479
"2603","DJI",2002,746942
"2604","DJI",1964,107583
"2605","DJI",1985,425613
"2606","DJI",1995,630388
"2607","DJI",1963,100628
"2608","DJI",2000,717584
"2609","DJI",1990,590398
"2610","DJI",1996,643654
"2611","DMA",1985,73201
"2612","DMA",1961,61032
"2613","DMA",2008,70827
"2614","DMA",1960,60011
"2615","DMA",2013,71016
"2616","DMA",1973,71738
"2617","DMA",1998,70185
"2618","DMA",1974,71802
"2619","DMA",1983,74483
"2620","DMA",2017,71458
"2621","DMA",1993,70831
"2622","DMA",1997,70599
"2623","DMA",1979,74955
"2624","DMA",1972,71731
"2625","DMA",1965,65038
"2626","DMA",1970,71073
"2627","DMA",2002,69837
"2628","DMA",2004,70382
"2629","DMA",2009,70851
"2630","DMA",1984,73851
"2631","DMA",1966,66311
"2632","DMA",2007,70795
"2633","DMA",1964,63926
"2634","DMA",1980,75314
"2635","DMA",1986,72533
"2636","DMA",1967,67686
"2637","DMA",2003,70100
"2638","DMA",1963,62918
"2639","DMA",2000,69650
"2640","DMA",1992,70544
"2641","DMA",2012,70965
"2642","DMA",1975,72094
"2643","DMA",1982,75003
"2644","DMA",1987,71842
"2645","DMA",1969,70213
"2646","DMA",1976,72654
"2647","DMA",1996,70936
"2648","DMA",1994,71043
"2649","DMA",1978,74284
"2650","DMA",2014,71085
"2651","DMA",1962,61982
"2652","DMA",2015,71183
"2653","DMA",1968,69040
"2654","DMA",1971,71568
"2655","DMA",1990,70419
"2656","DMA",1977,73440
"2657","DMA",1988,71208
"2658","DMA",2001,69661
"2659","DMA",1981,75309
"2660","DMA",1991,70374
"2661","DMA",1999,69835
"2662","DMA",2010,70878
"2663","DMA",2011,70916
"2664","DMA",2005,70589
"2665","DMA",1995,71098
"2666","DMA",2006,70718
"2667","DMA",2016,71307
"2668","DMA",1989,70723
"2669","DOM",1960,3294224
"2670","DOM",1974,5014189
"2671","DOM",2012,9930911
"2672","DOM",1971,4627210
"2673","DOM",1967,4123092
"2674","DOM",1982,6067770
"2675","DOM",1992,7408342
"2676","DOM",2002,8724975
"2677","DOM",2011,9813210
"2678","DOM",2001,8598601
"2679","DOM",1965,3877765
"2680","DOM",1973,4884461
"2681","DOM",1966,3999796
"2682","DOM",1985,6464229
"2683","DOM",1997,8084407
"2684","DOM",1979,5671797
"2685","DOM",2007,9338861
"2686","DOM",1983,6199661
"2687","DOM",1968,4247558
"2688","DOM",2015,10281680
"2689","DOM",2008,9458075
"2690","DOM",1986,6596962
"2691","DOM",1980,5803927
"2692","DOM",2009,9576737
"2693","DOM",2000,8471321
"2694","DOM",1988,6863441
"2695","DOM",1987,6729933
"2696","DOM",2016,10397743
"2697","DOM",1999,8343283
"2698","DOM",1984,6331764
"2699","DOM",1975,5144637
"2700","DOM",1970,4499720
"2701","DOM",2014,10165178
"2702","DOM",2017,10513131
"2703","DOM",2010,9695121
"2704","DOM",1993,7546463
"2705","DOM",1972,4755459
"2706","DOM",1969,4373124
"2707","DOM",2013,10048224
"2708","DOM",1981,5935909
"2709","DOM",1977,5407500
"2710","DOM",1963,3638109
"2711","DOM",1994,7683707
"2712","DOM",1978,5539590
"2713","DOM",1962,3521018
"2714","DOM",1964,3757132
"2715","DOM",2006,9218686
"2716","DOM",1961,3406280
"2717","DOM",2004,8974444
"2718","DOM",2005,9097257
"2719","DOM",1996,7952763
"2720","DOM",1990,7133494
"2721","DOM",1989,6997888
"2722","DOM",1995,7819247
"2723","DOM",2003,8850317
"2724","DOM",1998,8214426
"2725","DOM",1976,5275770
"2726","DOM",1991,7270409
"2727","ECU",2006,14059384
"2728","ECU",2001,12914667
"2729","ECU",2017,16785361
"2730","ECU",1992,10716129
"2731","ECU",1967,5560012
"2732","ECU",1986,9292474
"2733","ECU",1988,9755579
"2734","ECU",2011,15243883
"2735","ECU",1989,9991870
"2736","ECU",1985,9066109
"2737","ECU",1983,8624594
"2738","ECU",1996,11703174
"2739","ECU",1961,4674172
"2740","ECU",1982,8409397
"2741","ECU",1960,4543666
"2742","ECU",2008,14535739
"2743","ECU",1977,7383724
"2744","ECU",1980,7989186
"2745","ECU",2012,15474102
"2746","ECU",1984,8843462
"2747","ECU",1964,5093854
"2748","ECU",2016,16491115
"2749","ECU",1963,4948986
"2750","ECU",1972,6429379
"2751","ECU",2002,13143465
"2752","ECU",1993,10961466
"2753","ECU",1969,5895367
"2754","ECU",1995,11455204
"2755","ECU",1979,7784072
"2756","ECU",1962,4809201
"2757","ECU",1965,5243977
"2758","ECU",1976,7187787
"2759","ECU",1968,5725459
"2760","ECU",1975,6994334
"2761","ECU",2000,12681123
"2762","ECU",1973,6614843
"2763","ECU",1966,5399422
"2764","ECU",2010,15011117
"2765","ECU",1970,6069376
"2766","ECU",2003,13369678
"2767","ECU",1991,10472475
"2768","ECU",1971,6247418
"2769","ECU",2004,13596388
"2770","ECU",1999,12442115
"2771","ECU",1981,8197652
"2772","ECU",2015,16212020
"2773","ECU",1994,11208001
"2774","ECU",1974,6803280
"2775","ECU",1978,7582353
"2776","ECU",2014,15951838
"2777","ECU",1990,10230934
"2778","ECU",2013,15707474
"2779","ECU",2007,14296557
"2780","ECU",2009,14774424
"2781","ECU",1997,11951452
"2782","ECU",2005,13825847
"2783","ECU",1998,12198449
"2784","ECU",1987,9522360
"2785","SLV",2000,5887936
"2786","SLV",1961,2846600
"2787","SLV",1996,5689938
"2788","SLV",1970,3673068
"2789","SLV",1969,3576838
"2790","SLV",1973,3964270
"2791","SLV",2015,6325124
"2792","SLV",2011,6210568
"2793","SLV",1995,5628600
"2794","SLV",1963,3019224
"2795","SLV",1968,3481624
"2796","SLV",2016,6356143
"2797","SLV",1962,2931192
"2798","SLV",1972,3867309
"2799","SLV",1989,5200602
"2800","SLV",2010,6183875
"2801","SLV",1990,5270079
"2802","SLV",2006,6079399
"2803","SLV",2001,5927006
"2804","SLV",2002,5962136
"2805","SLV",1984,4871035
"2806","SLV",2017,6388122
"2807","SLV",1991,5342198
"2808","SLV",1987,5067537
"2809","SLV",1967,3387383
"2810","SLV",2005,6052123
"2811","SLV",2009,6157686
"2812","SLV",1964,3109563
"2813","SLV",1998,5797765
"2814","SLV",1994,5561919
"2815","SLV",1999,5844846
"2816","SLV",1960,2766324
"2817","SLV",1982,4737257
"2818","SLV",1971,3770059
"2819","SLV",1974,4060260
"2820","SLV",1997,5746284
"2821","SLV",1992,5416323
"2822","SLV",2004,6023797
"2823","SLV",1988,5133274
"2824","SLV",1979,4511129
"2825","SLV",2014,6295128
"2826","SLV",1976,4247502
"2827","SLV",2007,6105810
"2828","SLV",1980,4591134
"2829","SLV",2012,6237923
"2830","SLV",1983,4804935
"2831","SLV",1978,4426675
"2832","SLV",1977,4338458
"2833","SLV",1981,4666364
"2834","SLV",1985,4936807
"2835","SLV",1986,5002336
"2836","SLV",1975,4154692
"2837","SLV",2008,6131764
"2838","SLV",1966,3293952
"2839","SLV",1965,3201313
"2840","SLV",2003,5994077
"2841","SLV",1993,5490477
"2842","SLV",2013,6266070
"2843","GNQ",1993,462637
"2844","GNQ",1995,496768
"2845","GNQ",2017,1262001
"2846","GNQ",2015,1168568
"2847","GNQ",1965,276300
"2848","GNQ",1966,283506
"2849","GNQ",2003,686664
"2850","GNQ",1975,255800
"2851","GNQ",1961,258791
"2852","GNQ",2013,1076413
"2853","GNQ",1997,536460
"2854","GNQ",2000,606181
"2855","GNQ",2001,631666
"2856","GNQ",1985,352118
"2857","GNQ",2012,1031191
"2858","GNQ",1968,299413
"2859","GNQ",2010,943639
"2860","GNQ",1973,277646
"2861","GNQ",1970,303982
"2862","GNQ",2005,749535
"2863","GNQ",2002,658384
"2864","GNQ",1991,432853
"2865","GNQ",2014,1122276
"2866","GNQ",1972,289501
"2867","GNQ",2016,1215179
"2868","GNQ",2008,860840
"2869","GNQ",1992,447266
"2870","GNQ",2011,986853
"2871","GNQ",1976,247962
"2872","GNQ",1971,298846
"2873","GNQ",1963,266000
"2874","GNQ",1990,419188
"2875","GNQ",1964,270618
"2876","GNQ",1987,382981
"2877","GNQ",1981,264374
"2878","GNQ",1984,331552
"2879","GNQ",2006,784496
"2880","GNQ",1999,581770
"2881","GNQ",1998,558492
"2882","GNQ",1994,479098
"2883","GNQ",1979,241980
"2884","GNQ",1969,304000
"2885","GNQ",1967,291790
"2886","GNQ",1982,284630
"2887","GNQ",1962,262219
"2888","GNQ",1996,515853
"2889","GNQ",1980,249929
"2890","GNQ",1989,406620
"2891","GNQ",1977,242156
"2892","GNQ",1983,308206
"2893","GNQ",1988,394961
"2894","GNQ",2004,716949
"2895","GNQ",2007,821687
"2896","GNQ",2009,901599
"2897","GNQ",1986,369023
"2898","GNQ",1978,239678
"2899","GNQ",1974,265771
"2900","GNQ",1960,255333
"2901","ERI",2011,3213972
"2902","ERI",1987,2127422
"2903","ERI",2008,3062779
"2904","ERI",2001,2374722
"2905","ERI",1961,1033328
"2906","ERI",1973,1423761
"2907","ERI",1978,1636769
"2908","ERI",1972,1384797
"2909","ERI",2006,2918205
"2910","ERI",1970,1310945
"2911","ERI",1980,1733416
"2912","ERI",1966,1178875
"2913","ERI",1985,2003937
"2914","ERI",1982,1836823
"2915","ERI",1995,2204222
"2916","ERI",1965,1148189
"2917","ERI",2002,2481058
"2918","ERI",1997,2195179
"2919","ERI",1969,1276123
"2920","ERI",1986,2064794
"2921","ERI",1994,2218430
"2922","ERI",1971,1347176
"2923","ERI",1979,1683939
"2924","ERI",1996,2196464
"2925","ERI",1976,1547975
"2926","ERI",2000,2292416
"2927","ERI",1992,2257596
"2928","ERI",2003,2600973
"2929","ERI",1998,2206432
"2930","ERI",1990,2258653
"2931","ERI",1989,2231141
"2932","ERI",1977,1591620
"2933","ERI",2005,2826659
"2934","ERI",1963,1088854
"2935","ERI",1964,1118159
"2936","ERI",1999,2237405
"2937","ERI",1968,1242635
"2938","ERI",1981,1784561
"2939","ERI",1993,2238626
"2940","ERI",1975,1505439
"2941","ERI",1988,2185605
"2942","ERI",2010,3170435
"2943","ERI",1967,1210302
"2944","ERI",1984,1946305
"2945","ERI",1960,1007590
"2946","ERI",1991,2266358
"2947","ERI",2007,2996536
"2948","ERI",2004,2719803
"2949","ERI",1962,1060486
"2950","ERI",1974,1463983
"2951","ERI",2009,3119920
"2952","ERI",1983,1890558
"2953","EST",1979,1468333
"2954","EST",1970,1360076
"2955","EST",2011,1327439
"2956","EST",1987,1552221
"2957","EST",1973,1405951
"2958","EST",1990,1569174
"2959","EST",2001,1388115
"2960","EST",1961,1225077
"2961","EST",1978,1460188
"2962","EST",1981,1487666
"2963","EST",1997,1399535
"2964","EST",1986,1540190
"2965","EST",2016,1315790
"2966","EST",1982,1498414
"2967","EST",1977,1450211
"2968","EST",1972,1392518
"2969","EST",2000,1396985
"2970","EST",1991,1561314
"2971","EST",2015,1315407
"2972","EST",1966,1308597
"2973","EST",1989,1568131
"2974","EST",1968,1331214
"2975","EST",2006,1346810
"2976","EST",2007,1340680
"2977","EST",1974,1418169
"2978","EST",1996,1415594
"2979","EST",2004,1362550
"2980","EST",2009,1334515
"2981","EST",1964,1277086
"2982","EST",1999,1390244
"2983","EST",2010,1331475
"2984","EST",1969,1345249
"2985","EST",1995,1436634
"2986","EST",1963,1258857
"2987","EST",1962,1241623
"2988","EST",2008,1337090
"2989","EST",1967,1318946
"2990","EST",2003,1370720
"2991","EST",1965,1294566
"2992","EST",2014,1314545
"2993","EST",1971,1376955
"2994","EST",1998,1386156
"2995","EST",1975,1429352
"2996","EST",1988,1561900
"2997","EST",2013,1317997
"2998","EST",2017,1317384
"2999","EST",1985,1528781
"3000","EST",1992,1533091
"3001","EST",1960,1211537
"3002","EST",1994,1462514
"3003","EST",1976,1439576
"3004","EST",2005,1354775
"3005","EST",1984,1518617
"3006","EST",1980,1477219
"3007","EST",1993,1494128
"3008","EST",2002,1379350
"3009","EST",2012,1322696
"3010","EST",1983,1508745
"3011","SWZ",1994,907620
"3012","SWZ",1993,887706
"3013","SWZ",1987,748632
"3014","SWZ",1985,699080
"3015","SWZ",1998,979918
"3016","SWZ",2003,1022802
"3017","SWZ",1980,587858
"3018","SWZ",1988,773768
"3019","SWZ",2008,1049945
"3020","SWZ",1975,499763
"3021","SWZ",1965,373919
"3022","SWZ",1974,484749
"3023","SWZ",1970,431253
"3024","SWZ",1962,350156
"3025","SWZ",1968,406506
"3026","SWZ",1978,549796
"3027","SWZ",1989,798507
"3028","SWZ",2013,1086839
"3029","SWZ",1967,394757
"3030","SWZ",2004,1026286
"3031","SWZ",1977,532260
"3032","SWZ",1976,515599
"3033","SWZ",1971,443977
"3034","SWZ",1966,383826
"3035","SWZ",2012,1079288
"3036","SWZ",2014,1095021
"3037","SWZ",1999,994108
"3038","SWZ",2007,1042652
"3039","SWZ",1979,568315
"3040","SWZ",2000,1005435
"3041","SWZ",2002,1019059
"3042","SWZ",1982,629811
"3043","SWZ",1997,963426
"3044","SWZ",1992,866993
"3045","SWZ",1995,926841
"3046","SWZ",2001,1013609
"3047","SWZ",1991,845266
"3048","SWZ",1972,457039
"3049","SWZ",1983,652115
"3050","SWZ",1986,723595
"3051","SWZ",1969,418747
"3052","SWZ",1964,365122
"3053","SWZ",1960,336583
"3054","SWZ",2017,1124753
"3055","SWZ",1990,822420
"3056","SWZ",2010,1064837
"3057","SWZ",2006,1036092
"3058","SWZ",2016,1113984
"3059","SWZ",1996,945508
"3060","SWZ",2015,1104044
"3061","SWZ",1973,470559
"3062","SWZ",2011,1072032
"3063","SWZ",2009,1057467
"3064","SWZ",1984,675239
"3065","SWZ",1981,608380
"3066","SWZ",2005,1030579
"3067","SWZ",1963,357292
"3068","SWZ",1961,343345
"3069","ETH",1981,35984528
"3070","ETH",1972,30140804
"3071","ETH",1970,28415077
"3072","ETH",1979,34487799
"3073","ETH",1973,31036662
"3074","ETH",1987,43329231
"3075","ETH",2003,72170584
"3076","ETH",2005,76346311
"3077","ETH",1982,36995248
"3078","ETH",1988,44757203
"3079","ETH",1978,33993301
"3080","ETH",2015,100835458
"3081","ETH",2000,66224804
"3082","ETH",1977,33577242
"3083","ETH",2001,68159423
"3084","ETH",2014,98094253
"3085","ETH",1968,26944390
"3086","ETH",2010,87639964
"3087","ETH",2016,103603501
"3088","ETH",1980,35141712
"3089","ETH",1964,24397022
"3090","ETH",1966,25641044
"3091","ETH",1995,57047908
"3092","ETH",1971,29248643
"3093","ETH",1996,58883530
"3094","ETH",1989,46272299
"3095","ETH",1965,25013626
"3096","ETH",1969,27652709
"3097","ETH",1975,32566854
"3098","ETH",1974,31861352
"3099","ETH",2011,90139927
"3100","ETH",2002,70142091
"3101","ETH",1990,47887865
"3102","ETH",1994,55180998
"3103","ETH",1997,60697443
"3104","ETH",1984,39374348
"3105","ETH",1998,62507724
"3106","ETH",2006,78489206
"3107","ETH",1963,23798430
"3108","ETH",1961,22671191
"3109","ETH",1991,49609969
"3110","ETH",1986,41965693
"3111","ETH",2004,74239505
"3112","ETH",1976,33128149
"3113","ETH",1999,64343013
"3114","ETH",2009,85233913
"3115","ETH",1983,38142674
"3116","ETH",2008,82916235
"3117","ETH",1992,51423585
"3118","ETH",1985,40652141
"3119","ETH",1967,26280132
"3120","ETH",2013,95385785
"3121","ETH",2017,106400024
"3122","ETH",2007,80674348
"3123","ETH",1962,23221389
"3124","ETH",2012,92726971
"3125","ETH",1993,53295566
"3126","ETH",1960,22151278
"3127","FJI",1964,450542
"3128","FJI",2014,866453
"3129","FJI",1978,609383
"3130","FJI",1993,754963
"3131","FJI",1961,407249
"3132","FJI",2013,865608
"3133","FJI",1972,542844
"3134","FJI",1975,576626
"3135","FJI",1963,436293
"3136","FJI",1984,700483
