"","Country Code","year","value"
"846","SUR","1965",2.671730034
"847","SVN","1965",1.038996033
"848","SWE","1965",0.941845549
"849","SWZ","1965",2.380765211
"850","SYC","1965",2.511270082
"851","TCA","1965",-0.428412959
"852","TCD","1965",1.923852854
"853","TGO","1965",2.762626136
"854","THA","1965",3.003303783
"855","TJK","1965",3.496924007
"856","TKM","1965",3.196213303
"857","TON","1965",3.565400992
"858","TTO","1965",1.005768117
"859","TUN","1965",1.927609244
"860","TUR","1965",2.380921604
"861","TZA","1965",2.958291719
"862","UGA","1965",3.399997794
"863","UKR","1965",1.038375197
"864","URY","1965",1.087638084
"865","USA","1965",1.250171646
"866","UZB","1965",3.562344408
"867","VGB","1965",2.105822837
"868","VNM","1965",2.891324607
"869","VUT","1965",2.944503465
"870","WLD","1965",2.054891529
"871","WSM","1965",2.965120817
