"","Country Code","year","value"
"2385","USA","1981",3.207042e+12
"2386","VUT","1981",113781795.82356
"2387","WLD","1981",11624037160585.5
"2388","ZAF","1981",85454420504.1014
"2389","ZMB","1981",3872666666.66667
"2390","ZWE","1981",8011373800
"2391","AGO","1982",5550483035.90815
"2392","ARE","1982",46622718605.2847
"2393","ARG","1982",84307486836.724
"2394","ATG","1982",164369278.888889
"2395","AUS","1982",193770274743.462
"2396","AUT","1982",71275287569.5733
"2397","BDI","1982",1013222222.22222
"2398","BEL","1982",92095926187.5331
"2399","BEN","1982",1267778489.03079
"2400","BFA","1982",1754450379.2077
"2401","BGD","1982",18525399201.5968
"2402","BGR","1982",1.9342e+10
"2403","BHR","1982",3645744680.85106
"2404","BLZ","1982",182206326.985709
"2405","BMU","1982",785500032
"2406","BOL","1982",5587490264.8127
"2407","BRA","1982",281682304161.041
"2408","BRB","1982",1163923830.35847
"2409","BTN","1982",148934334.038055
"2410","BWA","1982",1014907254.54016
"2411","CAF","1982",748312283.726758
"2412","CAN","1982",313506525087.136
"2413","CHE","1982",111711489927.597
"2414","CHL","1982",25325893205.657
"2415","CHN","1982",205089699858.779
"2416","CMR","1982",7322914570.15588
"2417","COL","1982",38968039721.748
"2418","COM","1982",184008995.643686
"2419","CRI","1982",2606621255.01581
"2420","CUB","1982",20953510235.2941
"2421","CYP","1982",2159242416.76942
"2422","DEU","1982",776576439106.956
"2423","DMA","1982",89527576.6666667
"2424","DNK","1982",60412844678.604
"2425","DOM","1982",8267400000
"2426","DZA","1982",45207088715.6483
"2427","ECU","1982",19929853574.6095
"2428","ESP","1982",195996754505.528
"2429","ETH","1982",7707678019.32367
"2430","FIN","1982",52797582336.2526
"2431","FJI","1982",1194015444.01544
"2432","FRA","1982",584877732308.614
"2433","GAB","1982",3618007844.44908
"2434","GBR","1982",515048916841.37
"2435","GHA","1982",4035994397.7591
"2436","GNB","1982",165523634.503718
"2437","GNQ","1982",44294647.733479
"2438","GRC","1982",54617989795.9184
"2439","GRD","1982",125435590
"2440","GRL","1982",402405069.367769
"2441","GTM","1982",8716999700
"2442","GUY","1982",4.82e+08
"2443","HND","1982",4266503525.61051
"2444","HTI","1982",1474200000
"2445","IDN","1982",90158449307.2387
"2446","IND","1982",200715145360.918
"2447","IRL","1982",21500471719.2041
"2448","IRQ","1982",42595309882.7471
"2449","ISL","1982",3211446625.91588
"2450","ISR","1982",27934609053.4979
"2451","ITA","1982",427272645669.291
"2452","JAM","1982",3293533288.42483
"2453","JOR","1982",4680567375.88653
"2454","JPN","1982",1134518001884.56
"2455","KEN","1982",6431579357.31256
"2456","KIR","1982",40572066.1324678
"2457","KWT","1982",21577977770.059
"2458","LKA","1982",4768765016.81884
"2459","LSO","1982",348746822.619267
"2460","LUX","1982",4764549708.635
"2461","MAR","1982",17692341358.1272
"2462","MDG","1982",4784977348.97042
"2463","MDV","1982",47935843.7935844
"2464","MEX","1982",184609157801.418
"2465","MLI","1982",1333754034.23489
"2466","MLT","1982",1234518125
"2467","MNG","1982",2552401933.33333
"2468","MRT","1982",1108776010.25575
"2469","MUS","1982",1078408829.616
"2470","MWI","1982",1180104216.01137
"2471","MYS","1982",26804401815.5348
"2472","NAM","1982",2116069373.76879
"2473","NCL","1982",904619629.797268
"2474","NER","1982",2017611927.4037
"2475","NGA","1982",142769363313.375
"2476","NIC","1982",2465165179.69565
"2477","NLD","1982",158479527935.958
"2478","NOR","1982",62647195537.6511
"2479","NPL","1982",2395429852.43076
"2480","NZL","1982",24164603058.9949
"2481","OMN","1982",7554719455.70353
"2482","PAK","1982",30725971563.981
"2483","PAN","1982",5769767900
"2484","PER","1982",21793496819.3379
"2485","PHL","1982",37140163934.4262
"2486","PNG","1982",2368584969.53284
"2487","PRI","1982",16764200000
"2488","PRT","1982",30527754793.1382
"2489","PRY","1982",5419411764.70588
"2490","PYF","1982",1286462642.63697
"2491","QAT","1982",7596703214.28571
"2492","RWA","1982",1407242640.23211
"2493","SAU","1982",153238991868.875
"2494","SDN","1982",9.24e+09
"2495","SEN","1982",3936758681.58343
"2496","SGP","1982",16084252378.473
"2497","SLB","1982",186386571.928741
"2498","SLE","1982",1295361885.92419
"2499","SLV","1982",3399189100
"2500","SOM","1982",774419569.699066
"2501","SUR","1982",9.15e+08
"2502","SWE","1982",114380557730.876
"2503","SWZ","1982",537575980.843618
"2504","SYC","1982",147912069.76575
"2505","TCD","1982",834369860.427292
"2506","TGO","1982",821651918.724626
"2507","THA","1982",36589797857.4006
"2508","TON","1982",62068161.0711025
"2509","TTO","1982",8140416666.66667
"2510","TUN","1982",8133401049.60217
"2511","TUR","1982",64546332580.7583
"2512","UGA","1982",2177500000
"2513","URY","1982",9178802162.6616
"2514","USA","1982",3.343789e+12
"2515","VUT","1982",114501912.522867
"2516","WLD","1982",11514725665438.4
"2517","WSM","1982",121221651.619316
"2518","ZAF","1982",78423059791.0843
"2519","ZMB","1982",3994777777.77778
"2520","ZWE","1982",8539700700
"2521","AGO","1983",5784341596.36339
"2522","ARE","1983",42803323345.1376
"2523","ARG","1983",103979106777.911
"2524","ATG","1983",182144092.962963
"2525","AUS","1983",177030416471.689
"2526","AUT","1983",72121016546.6524
"2527","BDI","1983",1082926304.46477
"2528","BEL","1983",87184239053.2544
"2529","BEN","1983",1095348302.91865
"2530","BFA","1983",1600278756.43589
"2531","BGD","1983",17609048821.5488
"2532","BGR","1983",16563666666.6667
"2533","BHR","1983",3735106382.97872
"2534","BLZ","1983",192103185.955321
"2535","BMU","1983",889400000
"2536","BOL","1983",5422440961.87886
"2537","BRA","1983",203304515490.795
"2538","BRB","1983",1236016506.73694
"2539","BTN","1983",165585940.594059
"2540","BWA","1983",1172258182.14969
"2541","CAF","1983",658679394.907969
"2542","CAN","1983",340547711781.889
"2543","CHE","1983",111314328521.747
"2544","CHL","1983",20355959237.2128
"2545","CHN","1983",230686747153.257
"2546","CMR","1983",7381854746.91629
"2547","COL","1983",38729822781.5997
"2548","COM","1983",191621958.375365
"2549","CRI","1983",3146770103.81027
"2550","CUB","1983",22204940512.2235
"2551","CYP","1983",2160364071.19021
"2552","DEU","1983",770684323247.798
"2553","DMA","1983",98665191.4814815
"2554","DNK","1983",60644782176.0525
"2555","DOM","1983",9220600000
"2556","DZA","1983",48801369800.3675
"2557","ECU","1983",17152483214.3536
"2558","ESP","1983",170951185614.849
"2559","ETH","1983",8567890821.25604
"2560","FIN","1983",50973526900.0854
"2561","FJI","1983",1123107276.30285
"2562","FRA","1983",559869179791.72
"2563","GAB","1983",3391275731.31859
"2564","GBR","1983",489618008185.539
"2565","GHA","1983",4057275042.82903
"2566","GNB","1983",163577538.326314
"2567","GNQ","1983",44442456.94764
"2568","GRC","1983",49428873839.0093
"2569","GRD","1983",131803552.222222
"2570","GRL","1983",416183706.943685
"2571","GTM","1983",9050000400
"2572","GUY","1983",489333333.333333
"2573","HND","1983",4476697184.85981
"2574","HTI","1983",1623600000
"2575","IDN","1983",81052283404.6079
"2576","IND","1983",218262273410.099
"2577","IRL","1983",20790917098.9527
"2578","IRQ","1983",40595046638.7906
"2579","ISL","1983",2770107918.59211
"2580","ISR","1983",31200693950.1779
"2581","ITA","1983",443042373788.883
"2582","JAM","1983",3619294120.69144
"2583","JOR","1983",4920407601.21179
"2584","JPN","1983",1243323592058.83
"2585","KEN","1983",5979198463.83025
"2586","KIR","1983",37837837.8378378
"2587","KWT","1983",20869434305.3173
"2588","LKA","1983",5167913302.16745
"2589","LSO","1983",386699308.859169
"2590","LUX","1983",4683697830.37475
"2591","MAR","1983",16251460689.3254
"2592","MDG","1983",4686457013.0577
"2593","MDV","1983",57829787.2340426
"2594","MEX","1983",156159198584.513
"2595","MLI","1983",1297765448.50498
"2596","MLT","1983",1165771369.00625
"2597","MNG","1983",2725736633.33333
"2598","MRT","1983",1165170625.65959
"2599","MUS","1983",1090276947.25872
"2600","MWI","1983",1223186840.31324
"2601","MYS","1983",30346788437.5135
"2602","NAM","1983",2293990996.47113
"2603","NCL","1983",823832940.450511
"2604","NER","1983",1803099731.54257
"2605","NGA","1983",97094911790.6948
"2606","NIC","1983",2743341724.08333
"2607","NLD","1983",153445465987.182
"2608","NOR","1983",61627240831.0948
"2609","NPL","1983",2447174803.37791
"2610","NZL","1983",24309279705.5731
"2611","OMN","1983",7932541690.79328
"2612","PAK","1983",28691889763.7795
"2613","PAN","1983",5923755900
"2614","PER","1983",17345624453.6916
"2615","PHL","1983",33212180658.1659
"2616","PNG","1983",2562492524.81761
"2617","PRI","1983",17276600000
"2618","PRT","1983",27239650741.9472
"2619","PRY","1983",5673248726.18009
"2620","PYF","1983",1335895286.3918
"2621","QAT","1983",6467582307.69231
"2622","RWA","1983",1479688125.8852
"2623","SAU","1983",129171602025.147
"2624","SDN","1983",8230153846.15385
"2625","SEN","1983",3512053232.03566
"2626","SGP","1983",17784112149.5327
"2627","SLB","1983",175866271.983284
"2628","SLE","1983",995104305.347075
"2629","SLV","1983",3506347800
"2630","SOM","1983",733901365.935354
"2631","SUR","1983",883500000
"2632","SWE","1983",105014356666.797
"2633","SWZ","1983",555336145.767884
"2634","SYC","1983",146712850.509248
"2635","TCD","1983",832415805.956327
"2636","TGO","1983",765746590.616849
"2637","THA","1983",40042826244.2337
"2638","TON","1983",60863963.963964
"2639","TTO","1983",7763750000
"2640","TUN","1983",8350176782.55746
"2641","TUR","1983",61678280115.4987
"2642","UGA","1983",2240333333.33333
"2643","URY","1983",5102281255.99986
"2644","USA","1983",3.634038e+12
"2645","VUT","1983",117389554.191406
"2646","WLD","1983",11747282629212.4
"2647","WSM","1983",111862823.574979
"2648","ZAF","1983",87415851379.4578
"2649","ZMB","1983",3216307692.30769
"2650","ZWE","1983",7764067000
"2651","AGO","1984",6131475065.23832
"2652","ALB","1984",1857338011.85488
"2653","ARE","1984",41807954235.903
"2654","ARG","1984",79092001998.032
"2655","ATG","1984",208372846.296296
"2656","AUS","1984",193242166274.226
"2657","AUT","1984",67985344886.8716
"2658","BDI","1984",987143931.166987
"2659","BEL","1984",83349530159.1734
"2660","BEN","1984",1051133927.00009
"2661","BFA","1984",1459880352.6483
"2662","BGD","1984",18920840000
"2663","BGR","1984",17594944444.4444
"2664","BHR","1984",3905585106.38298
"2665","BLZ","1984",214381949.019381
"2666","BMU","1984",985699968
"2667","BOL","1984",6169501037.97622
"2668","BRA","1984",209023912696.839
"2669","BRB","1984",1346890071.09829
"2670","BTN","1984",169264991.197183
"2671","BWA","1984",1240796364.75662
"2672","CAF","1984",637820620.670195
"2673","CAN","1984",355372558103.621
"2674","CHE","1984",106285277269.439
"2675","CHL","1984",19622527479.6913
"2676","CHN","1984",259946510957.143
"2677","CMR","1984",7801858825.18416
"2678","COL","1984",38253120737.9671
"2679","COM","1984",184697209.997414
"2680","CRI","1984",3660476458.8718
"2681","CUB","1984",24039383608.4235
"2682","CYP","1984",2278248953.14058
"2683","DEU","1984",725111123634.115
"2684","DMA","1984",109157070.740741
"2685","DNK","1984",59105236853.7937
"2686","DOM","1984",1.1594e+10
"2687","DZA","1984",53698278905.9678
"2688","ECU","1984",16912515183.2783
"2689","ESP","1984",172102910370.524
"2690","ETH","1984",8096302367.14976
"2691","FIN","1984",52888800949.7428
"2692","FJI","1984",1177997413.63384
"2693","FRA","1984",530683779929.445
"2694","GAB","1984",3561451562.23576
"2695","GBR","1984",461487097632.349
"2696","GHA","1984",4412279843.44423
"2697","GNB","1984",138478900.628609
"2698","GNQ","1984",50320914.4065688
"2699","GRC","1984",48020024183.7969
"2700","GRD","1984",145533310.740741
"2701","GRL","1984",379371608.442925
"2702","GTM","1984",9470000100
"2703","GUY","1984",437631605.263158
"2704","HND","1984",4915311846.48827
"2705","HTI","1984",1816200000
"2706","IDN","1984",84853699994.0508
"2707","IND","1984",212158234164.06
"2708","IRL","1984",20130728188.4924
"2709","IRQ","1984",46802508845.2879
"2710","ISL","1984",2868747038.05488
"2711","ISR","1984",29262189631.6507
"2712","ITA","1984",437887689001.543
"2713","JAM","1984",2373566957.49214
"2714","JOR","1984",4966710013.0039
"2715","JPN","1984",1318381627003.76
"2716","KEN","1984",6191437070.44184
"2717","KIR","1984",41246160.596753
"2718","KWT","1984",21697297872.3404
"2719","LKA","1984",6043474842.76729
"2720","LSO","1984",333158476.24212
"2721","LUX","1984",4594891790.00279
"2722","MAR","1984",14824728528.4604
"2723","MDG","1984",3905938480.82352
"2724","MDV","1984",109503546.099291
"2725","MEX","1984",184261495828.367
"2726","MLI","1984",1232932008.13719
"2727","MLT","1984",1101828568.76804
"2728","MNG","1984",2098734600
"2729","MRT","1984",1074373735.45291
"2730","MUS","1984",1040557089.33864
"2731","MWI","1984",1208008985.42522
"2732","MYS","1984",33943505717.6993
"2733","NAM","1984",1947967886.46389
"2734","NCL","1984",796018978.4713
"2735","NER","1984",1461243212.42814
"2736","NGA","1984",73484359521.0997
"2737","NIC","1984",3105517091.41379
"2738","NLD","1984",143912664148.352
"2739","NOR","1984",62057955032.7758
"2740","NPL","1984",2581207387.79709
"2741","NZL","1984",21665975318.8842
"2742","OMN","1984",8821366531.55762
"2743","PAK","1984",31151825467.4978
"2744","PAN","1984",6183387100
"2745","PER","1984",17599660054.286
"2746","PHL","1984",31408492876.691
"2747","PNG","1984",2552526263.0759
"2748","PRI","1984",19162600000
"2749","PRT","1984",25217969049.5755
"2750","PRY","1984",4502462807.0602
"2751","PYF","1984",1378991403.37881
"2752","QAT","1984",6704395824.17582
"2753","RWA","1984",1587412957.22263
"2754","SAU","1984",119624918956.209
"2755","SDN","1984",9701357142.85714
"2756","SEN","1984",3425127373.36713
"2757","SGP","1984",19749361097.965
"2758","SLB","1984",175865588.443118
"2759","SLE","1984",1087471861.98928
"2760","SLV","1984",3661683400
"2761","SOM","1984",788307213.438235
"2762","SUR","1984",8.64e+08
"2763","SWE","1984",109201362581.3
"2764","SWZ","1984",494475699.857656
"2765","SYC","1984",151313241.982492
"2766","TCD","1984",919103735.322921
"2767","TGO","1984",718148959.610872
"2768","THA","1984",41797592963.4424
"2769","TON","1984",64248354.5414656
"2770","TTO","1984",7757083333.33333
"2771","TUN","1984",8254891864.05767
"2772","TUR","1984",59989909457.8379
"2773","UGA","1984",3615647477.05434
"2774","URY","1984",4850241442.17643
"2775","USA","1984",4.037613e+12
"2776","VUT","1984",144482515.368336
"2777","WLD","1984",12180064946161.3
"2778","WSM","1984",109200934.328518
"2779","ZAF","1984",77344092904.1052
"2780","ZMB","1984",2739444444.44444
"2781","ZWE","1984",6352125900
"2782","AGO","1985",7553560459.10428
"2783","ALB","1985",1897050133.42015
"2784","ARE","1985",40603650231.5445
"2785","ARG","1985",88416668900.2596
"2786","ATG","1985",240923924.814815
"2787","AUS","1985",180235483623.533
"2788","AUT","1985",69386774408.0872
"2789","BDI","1985",1149979285.77347
"2790","BEL","1985",86268264148.3796
"2791","BEN","1985",1045712703.02696
"2792","BFA","1985",1552493413.98989
"2793","BGD","1985",22278423076.9231
"2794","BGR","1985",17155421052.6316
"2795","BHR","1985",3651861702.12766
"2796","BLZ","1985",212643742.664706
"2797","BMU","1985",1039500032
"2798","BOL","1985",5377277406.71638
"2799","BRA","1985",222942790435.299
"2800","BRB","1985",1409536120.91682
"2801","BTN","1985",172217502.021019
"2802","BWA","1985",1114764007.14811
"2803","CAF","1985",864849765.059665
"2804","CAN","1985",364756499450.751
"2805","CHE","1985",107766112083.35
"2806","CHL","1985",17702885393.5099
"2807","CHN","1985",309488028132.653
"2808","CMR","1985",8148223603.58398
"2809","COL","1985",34894411351.983
"2810","COM","1985",196726077.061972
"2811","CRI","1985",3919203960.39604
"2812","CUB","1985",22920490774.102
"2813","CYP","1985",2430411900.19194
"2814","DEU","1985",732534887058.198
"2815","DJI","1985",340989527.967995
"2816","DMA","1985",119491932.962963
"2817","DNK","1985",62658568287.3429
"2818","DOM","1985",5044592944.80499
"2819","DZA","1985",57937868670.1937
"2820","ECU","1985",17149094589.9827
"2821","ESP","1985",180793463796.477
"2822","ETH","1985",9480840483.09179
"2823","FIN","1985",55875863392.1719
"2824","FJI","1985",1141210124.82663
"2825","FRA","1985",553138414367.061
"2826","GAB","1985",3339914759.37275
"2827","GBR","1985",489285164271.047
"2828","GHA","1985",4504342149.43471
"2829","GNB","1985",143856253.127248
"2830","GNQ","1985",62118564.8495425
"2831","GRC","1985",47820851221.3175
"2832","GRD","1985",167728455.185185
"2833","GRL","1985",412876071.118493
"2834","GTM","1985",9721652086.95652
"2835","GUY","1985",453488372.093023
"2836","HND","1985",5278120712.5459
"2837","HTI","1985",2009400000
"2838","IDN","1985",85289491750.3225
"2839","IND","1985",232511877842.041
"2840","IRL","1985",21295485966.5195
"2841","IRQ","1985",48284979092.9559
"2842","ISL","1985",2988537813.46594
"2843","ISR","1985",27600861820.341
"2844","ITA","1985",452217492140.757
"2845","JAM","1985",2100223149.71396
"2846","JOR","1985",4993829194.12063
"2847","JPN","1985",1398892744820.69
"2848","KEN","1985",6135034338.30431
"2849","KIR","1985",32125148.4042182
"2850","KWT","1985",21442619680.8511
"2851","LKA","1985",5978460972.01767
"2852","LSO","1985",268626912.549917
"2853","LUX","1985",4738559684.76119
"2854","MAR","1985",14991283215.7408
"2855","MDG","1985",3802557894.90614
"2856","MDV","1985",127154929.577465
"2857","MEX","1985",195219789801.479
"2858","MLI","1985",1392195933.33971
"2859","MLT","1985",1117835285.50512
"2860","MNG","1985",2186505475
"2861","MRT","1985",1009723326.31752
"2862","MUS","1985",1076121094.38239
"2863","MWI","1985",1131347798.26653
"2864","MYS","1985",31200161095.4491
"2865","NAM","1985",1605911706.00638
"2866","NCL","1985",854823821.723177
"2867","NER","1985",1440581533.7564
"2868","NGA","1985",73745821156.2996
"2869","NIC","1985",2683816288.7907
"2870","NLD","1985",143845822717.622
"2871","NOR","1985",65416879914.3907
"2872","NPL","1985",2619913955.51556
"2873","NZL","1985",24679795396.4194
"2874","OMN","1985",10005500579.0388
"2875","PAK","1985",31144920844.3272
"2876","PAN","1985",6541517100
"2877","PER","1985",16548827018.2872
"2878","PHL","1985",30734335448.9905
"2879","PNG","1985",2423373088.07358
"2880","PRI","1985",20289200000
"2881","PRT","1985",27115807742.0873
"2882","PRY","1985",3282449235.87261
"2883","PYF","1985",1507230778.89921
"2884","QAT","1985",6153296456.04396
"2885","RWA","1985",1715625839.17973
"2886","SAU","1985",103897892810.979
"2887","SDN","1985",12403733333.3333
"2888","SEN","1985",3750056424.49274
"2889","SGP","1985",19156532745.7691
"2890","SLB","1985",160048622.366289
"2891","SLE","1985",856890498.625834
"2892","SLV","1985",3800368600
"2893","SOM","1985",876404617.656501
"2894","SUR","1985",8.73e+08
"2895","SWE","1985",114123537581.794
"2896","SWZ","1985",361014890.45841
"2897","SYC","1985",168887539.130818
"2898","TCD","1985",1033069709.99507
"2899","TGO","1985",762359722.701402
"2900","THA","1985",38900692712.1496
"2901","TON","1985",60058663.3144773
"2902","TTO","1985",7375918367.34694
"2903","TUN","1985",8410185739.96405
"2904","TUR","1985",67234948264.5987
"2905","UGA","1985",3519666338.52454
"2906","URY","1985",4732017873.38369
"2907","USA","1985",4.338979e+12
"2908","VNM","1985",14094687820.7445
"2909","VUT","1985",131856420.703184
"2910","WLD","1985",12793526857410.8
"2911","WSM","1985",95572172.9835657
"2912","ZAF","1985",59082638803.0846
"2913","ZMB","1985",2281258064.51613
"2914","ZWE","1985",5637259300
"2915","ABW","1986",405463417.11746
"2916","AGO","1986",7072063345.44786
"2917","ALB","1986",2097326250
"2918","ARE","1986",33943612094.7971
"2919","ARG","1986",110934442762.694
"2920","ATG","1986",290440140.740741
"2921","AUS","1986",182036933407.946
"2922","AUT","1986",99036164939.1618
"2923","BDI","1986",1201725497.06578
"2924","BEL","1986",120018787249.413
"2925","BEN","1986",1336102040.71025
"2926","BFA","1986",2036303381.20142
"2927","BGD","1986",21774033333.3333
"2928","BGR","1986",20249294117.6471
"2929","BHR","1986",3052393617.02128
"2930","BLZ","1986",231638320.535566
"2931","BMU","1986",1173500032
"2932","BOL","1986",3958338883.22338
"2933","BRA","1986",268137224729.722
"2934","BRB","1986",1547755183.21484
"2935","BTN","1986",201375725.614592
"2936","BWA","1986",1392634771.9653
"2937","CAF","1986",1122265026.38274
"2938","CAN","1986",377437927311.983
"2939","CHE","1986",154482373116.905
"2940","CHL","1986",18891048818.7425
"2941","CHN","1986",300758100107.246
"2942","CMR","1986",10621158532.5193
"2943","COL","1986",34942489683.9712
"2944","COM","1986",279197696.814639
"2945","CRI","1986",4418983870.96774
"2946","CUB","1986",24226574634.0293
"2947","CYP","1986",3090734463.27684
"2948","DEU","1986",1046259374943.71
"2949","DMA","1986",135161958.518519
"2950","DNK","1986",88078760103.8191
"2951","DOM","1986",6122198120.02892
"2952","DZA","1986",63696301892.8116
"2953","ECU","1986",15314143988.0621
"2954","ESP","1986",251321075204.942
"2955","ETH","1986",9848600869.56522
"2956","FIN","1986",73531550551.255
"2957","FJI","1986",1290228616.82408
"2958","FRA","1986",771470783218.108
"2959","GAB","1986",3403638193.57905
"2960","GBR","1986",601452653180.885
"2961","GHA","1986",5727602644.71472
"2962","GIN","1986",1922600899.38433
"2963","GNB","1986",130225018.751151
"2964","GNQ","1986",76407396.7552964
"2965","GRC","1986",56379593476.1441
"2966","GRD","1986",187589522.592593
"2967","GRL","1986",603015696.452849
"2968","GTM","1986",7231963515.98174
"2969","GUY","1986",504651139.534884
"2970","HND","1986",5677828958.90605
"2971","HTI","1986",2.318e+09
"2972","IDN","1986",79954072569.8533
"2973","IND","1986",248985994044.2
"2974","IRL","1986",28748959304.7902
"2975","IRQ","1986",47127693792.2161
"2976","ISL","1986",3995619693.36467
"2977","ISR","1986",34216514316.4404
"2978","ITA","1986",640386352773.087
"2979","JAM","1986",2754566176.20212
"2980","JOR","1986",6401380000
"2981","JPN","1986",2078953333673.55
"2982","KEN","1986",7239126716.93219
"2983","KIR","1986",32085561.4973262
"2984","KWT","1986",17903681693.0489
"2985","LKA","1986",6405210563.88294
"2986","LSO","1986",318862888.402626
"2987","LUX","1986",6921264222.50316
"2988","MAR","1986",19462175321.8224
"2989","MDG","1986",4347989798.83436
"2990","MDV","1986",141902097.902098
"2991","MEX","1986",134550096436.744
"2992","MLI","1986",1852163474.54664
"2993","MLT","1986",1435079200.34957
"2994","MNG","1986",2896178866.66667
"2995","MRT","1986",1186628778.51236
"2996","MUS","1986",1462900255.4506
"2997","MWI","1986",1183654827.79002
"2998","MYS","1986",27734562640.4277
"2999","NAM","1986",1806223061.29464
"3000","NCL","1986",1201262517.87644
"3001","NER","1986",1904097020.29333
"3002","NGA","1986",54805852581.1516
"3003","NIC","1986",2885710608.88079
"3004","NLD","1986",200862095700.666
"3005","NOR","1986",78693253275.995
"3006","NPL","1986",2850784523.37711
"3007","NZL","1986",30604668356.5695
"3008","OMN","1986",7323822251.3089
"3009","PAK","1986",31899070055.7967
"3010","PAN","1986",6797834200
"3011","PER","1986",15244232957.8759
"3012","PHL","1986",29868339080.8263
"3013","PNG","1986",2648033765.69899
"3014","PRI","1986",22009300000
"3015","PRT","1986",38745901353.7059
"3016","PRY","1986",3723993942.72004
"3017","PYF","1986",2301514717.29807
"3018","QAT","1986",5053021950.54945
"3019","RWA","1986",1944711061.30888
"3020","SAU","1986",86962013010.5552
"3021","SDN","1986",15769062500
"3022","SEN","1986",5304238012.67971
"3023","SGP","1986",18586746056.9974
"3024","SLB","1986",142980189.491817
"3025","SLE","1986",490181456.62441
"3026","SLV","1986",3771663200
"3027","SOM","1986",930318705.332201
"3028","SUR","1986",8.91e+08
"3029","SWE","1986",150498057723.623
"3030","SWZ","1986",449146608.315098
"3031","SYC","1986",207850623.637094
"3032","TCD","1986",1067828247.23577
"3033","TGO","1986",1060911735.26065
"3034","THA","1986",43096746122.4614
"3035","TON","1986",68195855.6149733
"3036","TTO","1986",4794444444.44444
"3037","TUN","1986",9018136020.15113
"3038","TUR","1986",75728009962.7878
"3039","UGA","1986",3923232122.12784
"3040","URY","1986",5880112788.40947
"3041","USA","1986",4.579631e+12
"3042","VNM","1986",26336616250.4397
"3043","VUT","1986",126498935.335649
"3044","WLD","1986",15118751369432.8
"3045","WSM","1986",100947848.64478
"3046","ZAF","1986",67521602552.6474
"3047","ZMB","1986",1661948717.94872
"3048","ZWE","1986",6217523700
"3049","ABW","1987",487602457.746416
"3050","AGO","1987",8083872012.47326
"3051","ALB","1987",2080796250
"3052","ARE","1987",36384908744.2114
"3053","ARG","1987",111106191358.197
"3054","ATG","1987",337174861.851852
"3055","AUS","1987",189061672842.774
"3056","AUT","1987",124168442533.74
"3057","BDI","1987",1131466494.01101
"3058","BEL","1987",149394404105.889
"3059","BEN","1987",1562412030.34838
"3060","BFA","1987",2369835438.62393
"3061","BGD","1987",24298032258.0645
"3062","BGR","1987",2.8101e+10
"3063","BHR","1987",3392021010.6383
"3064","BLZ","1987",281082558.5859
"3065","BMU","1987",1296499968
"3066","BOL","1987",4323623622.1622
"3067","BRA","1987",294084112392.66
"3068","BRB","1987",1704370307.76115
"3069","BTN","1987",253182453.703704
"3070","BWA","1987",1965274882.36345
"3071","CAF","1987",1200991825.95398
"3072","CAN","1987",431316742081.448
"3073","CHE","1987",193466104479.614
"3074","CHL","1987",22255407684.6999
"3075","CHN","1987",272972974764.574
"3076","CMR","1987",12302471429.4318
"3077","COL","1987",36373307085.0887
"3078","COM","1987",337525870.616968
"3079","CRI","1987",4532952047.15628
"3080","CUB","1987",25213935012.0819
"3081","CYP","1987",3704813885.50548
"3082","DEU","1987",1298176105549.51
"3083","DJI","1987",373371738.286415
"3084","DMA","1987",151868754.444444
"3085","DNK","1987",109414423928.775
"3086","DOM","1987",5826987099.45901
"3087","DZA","1987",66742267773.1959
"3088","ECU","1987",13945431882.2271
"3089","ESP","1987",318747935588.196
"3090","ETH","1987",10527338647.343
"3091","FIN","1987",91594751792.2359
"3092","FJI","1987",1177908191.97685
"3093","FRA","1987",934173305685.911
"3094","GAB","1987",3281797038.66566
"3095","GBR","1987",745162608269.325
"3096","GHA","1987",5074829931.97279
"3097","GIN","1987",2041538057.02888
"3098","GNB","1987",173836362.010677
"3099","GNQ","1987",93345847.7270323
"3100","GRC","1987",65652750377.4535
"3101","GRD","1987",215009569.62963
"3102","GRL","1987",787392365.831908
"3103","GTM","1987",7084399840
"3104","GUY","1987",354591846.938775
"3105","HND","1987",6190521241.46495
"3106","HTI","1987",2047200000
"3107","IDN","1987",75929617576.8776
"3108","IND","1987",279033584092.159
"3109","IRL","1987",33961141151.6854
"3110","IRQ","1987",56609842393.0524
"3111","ISL","1987",5528616187.31449
"3112","ISR","1987",41106183368.8699
"3113","ITA","1987",805713128174.485
"3114","JAM","1987",3286987551.71597
"3115","JOR","1987",6755599113.73707
"3116","JPN","1987",2532808573157.03
"3117","KEN","1987",7970820530.75078
"3118","KIR","1987",33608738.2719507
"3119","KWT","1987",22365734481.5213
"3120","LKA","1987",6682167119.56522
"3121","LSO","1987",402774852.652259
"3122","LUX","1987",8614215018.9087
"3123","MAR","1987",21765261041.7265
"3124","MDG","1987",3212900560.80991
"3125","MDV","1987",141268980.477223
"3126","MEX","1987",147540738281.817
"3127","MLI","1987",2090629722.63611
"3128","MLT","1987",1751247763.41948
"3129","MNG","1987",3020611600
"3130","MRT","1987",1344665270.68865
"3131","MUS","1987",1880852914.22714
"3132","MWI","1987",1183094127.76747
"3133","MYS","1987",32181695507.2234
"3134","NAM","1987",2296378834.86149
"3135","NCL","1987",1488113532.28584
"3136","NER","1987",2233005822.58534
"3137","NGA","1987",52676041930.5791
"3138","NIC","1987",3851213727.67857
"3139","NLD","1987",245046310922.541
"3140","NOR","1987",94230055658.6271
"3141","NPL","1987",2957255379.54315
