"","Country Code","Year","Annual CO2 emissions (tonnes )"
"2538","CMR",2015,7217410.36
"2539","CMR",2016,7586133.25
"2540","CMR",2017,7687196.41
"2541","CAN",1785,3664
"2542","CAN",1786,3664
"2543","CAN",1787,3664
"2544","CAN",1788,3664
"2545","CAN",1789,3664
"2546","CAN",1790,3664
"2547","CAN",1791,3664
"2548","CAN",1792,3664
"2549","CAN",1793,3664
"2550","CAN",1794,3664
"2551","CAN",1795,3664
"2552","CAN",1796,3664
"2553","CAN",1797,3664
"2554","CAN",1798,3664
"2555","CAN",1799,3664
"2556","CAN",1800,3664
"2557","CAN",1801,3664
"2558","CAN",1802,3664
"2559","CAN",1803,3664
"2560","CAN",1804,3664
"2561","CAN",1805,3664
"2562","CAN",1806,3664
"2563","CAN",1807,3664
"2564","CAN",1808,3664
"2565","CAN",1809,3664
"2566","CAN",1810,3664
"2567","CAN",1811,3664
"2568","CAN",1812,3664
"2569","CAN",1813,3664
"2570","CAN",1814,3664
"2571","CAN",1815,3664
"2572","CAN",1816,3664
"2573","CAN",1817,3664
"2574","CAN",1818,3664
"2575","CAN",1819,3664
"2576","CAN",1820,3664
"2577","CAN",1821,3664
"2578","CAN",1822,3664
"2579","CAN",1823,3664
"2580","CAN",1824,3664
"2581","CAN",1825,3664
"2582","CAN",1826,3664
"2583","CAN",1827,3664
"2584","CAN",1828,3664
"2585","CAN",1829,3664
"2586","CAN",1830,3664
"2587","CAN",1831,3664
"2588","CAN",1832,3664
"2589","CAN",1833,3664
"2590","CAN",1834,3664
"2591","CAN",1835,3664
"2592","CAN",1836,3664
"2593","CAN",1837,3664
"2594","CAN",1838,3664
"2595","CAN",1839,3664
"2596","CAN",1840,3664
"2597","CAN",1841,3664
"2598","CAN",1842,3664
"2599","CAN",1843,3664
"2600","CAN",1844,3664
"2601","CAN",1845,3664
"2602","CAN",1846,25648
"2603","CAN",1847,32976
"2604","CAN",1848,40304
"2605","CAN",1849,47632
"2606","CAN",1850,58624
"2607","CAN",1851,69616
"2608","CAN",1852,84272
"2609","CAN",1853,102592
"2610","CAN",1854,124576
"2611","CAN",1855,150224
"2612","CAN",1856,179536
"2613","CAN",1857,216176
"2614","CAN",1858,263808
"2615","CAN",1859,315104
"2616","CAN",1860,381056
"2617","CAN",1861,458000
"2618","CAN",1862,560592
"2619","CAN",1863,703488
"2620","CAN",1864,842720
"2621","CAN",1865,1018592
"2622","CAN",1866,1242096
"2623","CAN",1867,1593840
"2624","CAN",1868,945312
"2625","CAN",1869,685168
"2626","CAN",1870,1223776
"2627","CAN",1871,1780704
"2628","CAN",1872,1846656
"2629","CAN",1873,1608496
"2630","CAN",1874,1623152
"2631","CAN",1875,1875968
"2632","CAN",1876,1857648
"2633","CAN",1877,2022528
"2634","CAN",1878,1934592
"2635","CAN",1879,2183744
"2636","CAN",1880,5232192
"2637","CAN",1881,5591264
"2638","CAN",1882,6617184
"2639","CAN",1883,7430592
"2640","CAN",1884,8599408
"2641","CAN",1885,8244000
"2642","CAN",1886,8797264
"2643","CAN",1887,10149280
"2644","CAN",1888,13311312
"2645","CAN",1889,11292448
"2646","CAN",1890,12413632
"2647","CAN",1891,13941520
"2648","CAN",1892,13890224
"2649","CAN",1893,14853856
"2650","CAN",1894,14179680
"2651","CAN",1895,13531152
"2652","CAN",1896,14648672
"2653","CAN",1897,14798896
"2654","CAN",1898,15707568
"2655","CAN",1899,19170048
"2656","CAN",1900,20628320
"2657","CAN",1901,23845312
"2658","CAN",1902,25648000
"2659","CAN",1903,27959984
"2660","CAN",1904,33096912
"2661","CAN",1905,35386912
"2662","CAN",1906,37387456
"2663","CAN",1907,46990800
"2664","CAN",1908,47408496
"2665","CAN",1909,45385968
"2666","CAN",1910,51622096
"2667","CAN",1911,60269136
"2668","CAN",1912,67271040
"2669","CAN",1913,79281632
"2670","CAN",1914,68381232
"2671","CAN",1915,61115520
"2672","CAN",1916,76456688
"2673","CAN",1917,85242960
"2674","CAN",1918,89518848
"2675","CAN",1919,76090288
"2676","CAN",1920,84378256
"2677","CAN",1921,80483424
"2678","CAN",1922,69209296
"2679","CAN",1923,92981328
"2680","CAN",1924,77383680
"2681","CAN",1925,75247568
"2682","CAN",1926,84755648
"2683","CAN",1927,91999376
"2684","CAN",1928,93783744
"2685","CAN",1929,99037920
"2686","CAN",1930,94355328
"2687","CAN",1931,75855792
"2688","CAN",1932,70209568
"2689","CAN",1933,69484096
"2690","CAN",1934,79915504
"2691","CAN",1935,78797984
"2692","CAN",1936,86166288
"2693","CAN",1937,93486960
"2694","CAN",1938,85547072
"2695","CAN",1939,95007520
"2696","CAN",1940,108626608
"2697","CAN",1941,120157216
"2698","CAN",1942,131083264
"2699","CAN",1943,138066848
"2700","CAN",1944,140411808
"2701","CAN",1945,130526336
"2702","CAN",1946,138429584
"2703","CAN",1947,143555520
"2704","CAN",1948,158515632
"2705","CAN",1949,145032112
"2706","CAN",1950,154144480
"2707","CAN",1951,162688928
"2708","CAN",1952,159420640
"2709","CAN",1953,160622432
"2710","CAN",1954,162982048
"2711","CAN",1955,169489312
"2712","CAN",1956,189820848
"2713","CAN",1957,182833600
"2714","CAN",1958,182177744
"2715","CAN",1959,184481354.2
"2716","CAN",1960,192716174.8
"2717","CAN",1961,194000693.6
"2718","CAN",1962,206990771.2
"2719","CAN",1963,210910775.7
"2720","CAN",1964,237577733.3
"2721","CAN",1965,251916994.9
"2722","CAN",1966,259074370.8
"2723","CAN",1967,281637036.1
"2724","CAN",1968,303261340.1
"2725","CAN",1969,307119205.2
"2726","CAN",1970,341177214.4
"2727","CAN",1971,352285083.9
"2728","CAN",1972,380786581.1
"2729","CAN",1973,381264658.9
"2730","CAN",1974,389605214.8
"2731","CAN",1975,396772741
"2732","CAN",1976,398945980.5
"2733","CAN",1977,407771418.8
"2734","CAN",1978,415505384.6
"2735","CAN",1979,441646909.9
"2736","CAN",1980,442817270.9
"2737","CAN",1981,429598251.7
"2738","CAN",1982,414426417.1
"2739","CAN",1983,408309666.8
"2740","CAN",1984,425199344.9
"2741","CAN",1985,421675597
"2742","CAN",1986,404660121
"2743","CAN",1987,430921725.4
"2744","CAN",1988,455608027
"2745","CAN",1989,462817718.7
"2746","CAN",1990,463879790.7
"2747","CAN",1991,454627504.2
"2748","CAN",1992,468864767.5
"2749","CAN",1993,467879575.2
"2750","CAN",1994,483058456.9
"2751","CAN",1995,495664515.6
"2752","CAN",1996,510556786.4
"2753","CAN",1997,525253071.6
"2754","CAN",1998,534236497.5
"2755","CAN",1999,550043150.2
"2756","CAN",2000,572530740
"2757","CAN",2001,564635320.1
"2758","CAN",2002,570885097.8
"2759","CAN",2003,587596290.5
"2760","CAN",2004,585832799.3
"2761","CAN",2005,576801628.7
"2762","CAN",2006,570487642.1
"2763","CAN",2007,594140241.8
"2764","CAN",2008,574805870.6
"2765","CAN",2009,540518686.7
"2766","CAN",2010,555459693.7
"2767","CAN",2011,560775900.5
"2768","CAN",2012,563675200.3
"2769","CAN",2013,568892395.7
"2770","CAN",2014,568008388
"2771","CAN",2015,565576677
"2772","CAN",2016,558188999.7
"2773","CAN",2017,572782585.8
"2774","CYM",1956,3664
"2775","CYM",1957,3664
"2776","CYM",1958,7328
"2777","CYM",1959,7328
"2778","CYM",1960,10992
"2779","CYM",1961,10992
"2780","CYM",1962,10992
"2781","CYM",1963,10992
"2782","CYM",1964,10992
"2783","CYM",1965,10992
"2784","CYM",1966,18320
"2785","CYM",1967,14656
"2786","CYM",1968,21984
"2787","CYM",1969,43968
"2788","CYM",1970,36640
"2789","CYM",1971,43968
"2790","CYM",1972,54960
"2791","CYM",1973,58624
"2792","CYM",1974,54960
"2793","CYM",1975,54960
"2794","CYM",1976,65952
"2795","CYM",1977,69616
"2796","CYM",1978,91600
"2797","CYM",1979,91600
"2798","CYM",1980,161216
"2799","CYM",1981,153888
"2800","CYM",1982,161216
"2801","CYM",1983,168544
"2802","CYM",1984,183200
"2803","CYM",1985,190528
"2804","CYM",1986,201520
"2805","CYM",1987,216176
"2806","CYM",1988,223504
"2807","CYM",1989,256480
"2808","CYM",1990,249152
"2809","CYM",1991,271136
"2810","CYM",1992,311440
"2811","CYM",1993,329760
"2812","CYM",1994,362736
"2813","CYM",1995,362736
"2814","CYM",1996,384720
"2815","CYM",1997,406704
"2816","CYM",1998,428688
"2817","CYM",1999,428688
"2818","CYM",2000,465328
"2819","CYM",2001,468992
"2820","CYM",2002,487312
"2821","CYM",2003,494640
"2822","CYM",2004,461664
"2823","CYM",2005,472656
"2824","CYM",2006,483648
"2825","CYM",2007,571584
"2826","CYM",2008,582576
"2827","CYM",2009,556928
"2828","CYM",2010,556928
"2829","CYM",2011,586240
"2830","CYM",2012,534944
"2831","CYM",2013,534944
"2832","CYM",2014,542272
"2833","CAF",1959,98928
"2834","CAF",1960,87936
"2835","CAF",1961,87936
"2836","CAF",1962,73280
"2837","CAF",1963,73280
"2838","CAF",1964,73280
"2839","CAF",1965,87936
"2840","CAF",1966,84272
"2841","CAF",1967,91600
"2842","CAF",1968,183200
"2843","CAF",1969,186864
"2844","CAF",1970,208848
"2845","CAF",1971,183200
"2846","CAF",1972,168544
"2847","CAF",1973,161216
"2848","CAF",1974,113584
"2849","CAF",1975,102592
"2850","CAF",1976,128240
"2851","CAF",1977,128240
"2852","CAF",1978,146560
"2853","CAF",1979,102592
"2854","CAF",1980,106256
"2855","CAF",1981,135568
"2856","CAF",1982,142896
"2857","CAF",1983,146560
"2858","CAF",1984,150224
"2859","CAF",1985,161216
"2860","CAF",1986,161216
"2861","CAF",1987,260144
"2862","CAF",1988,230832
"2863","CAF",1989,249152
"2864","CAF",1990,197856
"2865","CAF",1991,205184
"2866","CAF",1992,216176
"2867","CAF",1993,223504
"2868","CAF",1994,234496
"2869","CAF",1995,234496
"2870","CAF",1996,234496
"2871","CAF",1997,245488
"2872","CAF",1998,249152
"2873","CAF",1999,263808
"2874","CAF",2000,267472
"2875","CAF",2001,245488
"2876","CAF",2002,245488
"2877","CAF",2003,234496
"2878","CAF",2004,234496
"2879","CAF",2005,234496
"2880","CAF",2006,249152
"2881","CAF",2007,252816
"2882","CAF",2008,252816
"2883","CAF",2009,252816
"2884","CAF",2010,263808
"2885","CAF",2011,278464
"2886","CAF",2012,293120
"2887","CAF",2013,296784
"2888","CAF",2014,300448
"2889","CAF",2015,303462.51
"2890","CAF",2016,310857.95
"2891","CAF",2017,310733.67
"2892","TCD",1959,62288
"2893","TCD",1960,54960
"2894","TCD",1961,51296
"2895","TCD",1962,84272
"2896","TCD",1963,91600
"2897","TCD",1964,98928
"2898","TCD",1965,106256
"2899","TCD",1966,84272
"2900","TCD",1967,117248
"2901","TCD",1968,124576
"2902","TCD",1969,161216
"2903","TCD",1970,124576
"2904","TCD",1971,150224
"2905","TCD",1972,120912
"2906","TCD",1973,161216
"2907","TCD",1974,150224
"2908","TCD",1975,183200
"2909","TCD",1976,183200
"2910","TCD",1977,197856
"2911","TCD",1978,194192
"2912","TCD",1979,201520
"2913","TCD",1980,208848
"2914","TCD",1981,208848
"2915","TCD",1982,205184
"2916","TCD",1983,205184
"2917","TCD",1984,216176
"2918","TCD",1985,179536
"2919","TCD",1986,186864
"2920","TCD",1987,197856
"2921","TCD",1988,65952
"2922","TCD",1989,102592
"2923","TCD",1990,142896
"2924","TCD",1991,65952
"2925","TCD",1992,84272
"2926","TCD",1993,91600
"2927","TCD",1994,102592
"2928","TCD",1995,109920
"2929","TCD",1996,124576
"2930","TCD",1997,142896
"2931","TCD",1998,150224
"2932","TCD",1999,161216
"2933","TCD",2000,175872
"2934","TCD",2001,172208
"2935","TCD",2002,168544
"2936","TCD",2003,381056
"2937","TCD",2004,377392
"2938","TCD",2005,399376
"2939","TCD",2006,406704
"2940","TCD",2007,461664
"2941","TCD",2008,509296
"2942","TCD",2009,490976
"2943","TCD",2010,516624
"2944","TCD",2011,538608
"2945","TCD",2012,595686.03
"2946","TCD",2013,680574.12
"2947","TCD",2014,707132.74
"2948","TCD",2015,713455.87
"2949","TCD",2016,728968.24
"2950","TCD",2017,728707.55
"2951","CHL",1895,523952
"2952","CHL",1896,534944
"2953","CHL",1897,637536
"2954","CHL",1898,740128
"2955","CHL",1899,633872
"2956","CHL",1900,850048
"2957","CHL",1901,1568192
"2958","CHL",1902,1960240
"2959","CHL",1903,2161760
"2960","CHL",1904,1967568
"2961","CHL",1905,2077488
"2962","CHL",1906,2440224
"2963","CHL",1907,2180080
"2964","CHL",1908,2458544
"2965","CHL",1909,2352288
"2966","CHL",1910,2810288
"2967","CHL",1911,3107072
"2968","CHL",1912,3462480
"2969","CHL",1913,3356224
"2970","CHL",1914,2843264
"2971","CHL",1915,3066768
"2972","CHL",1916,3707968
"2973","CHL",1917,4026736
"2974","CHL",1918,3968112
"2975","CHL",1919,3883840
"2976","CHL",1920,2780976
"2977","CHL",1921,3334240
"2978","CHL",1922,2755328
"2979","CHL",1923,3044784
"2980","CHL",1924,4026736
"2981","CHL",1925,3799568
"2982","CHL",1926,3902160
"2983","CHL",1927,3876512
"2984","CHL",1928,3656672
"2985","CHL",1929,4015744
"2986","CHL",1930,3850864
"2987","CHL",1931,2927536
"2988","CHL",1932,2894560
"2989","CHL",1933,4092688
"2990","CHL",1934,4829152
"2991","CHL",1935,5111280
"2992","CHL",1936,5027008
"2993","CHL",1937,5279824
"2994","CHL",1938,5528976
"2995","CHL",1939,5008688
"2996","CHL",1940,5261504
"2997","CHL",1941,5569280
"2998","CHL",1942,5807440
"2999","CHL",1943,6111552
"3000","CHL",1944,6140864
"3001","CHL",1945,5642560
"3002","CHL",1946,5433712
"3003","CHL",1947,5708512
"3004","CHL",1948,6210480
"3005","CHL",1949,5877056
"3006","CHL",1950,8452848
"3007","CHL",1951,9984400
"3008","CHL",1952,10607280
"3009","CHL",1953,10405760
"3010","CHL",1954,11083600
"3011","CHL",1955,11600224
"3012","CHL",1956,11834720
"3013","CHL",1957,11728464
"3014","CHL",1958,12453936
"3015","CHL",1959,12703364.39
"3016","CHL",1960,13476468.39
"3017","CHL",1961,14458242.09
"3018","CHL",1962,16707373.49
"3019","CHL",1963,17336987.17
"3020","CHL",1964,17505144.86
"3021","CHL",1965,17747295.74
"3022","CHL",1966,18772472.84
"3023","CHL",1967,19238335.73
"3024","CHL",1968,21202239.73
"3025","CHL",1969,22531469.4
"3026","CHL",1970,24635802.98
"3027","CHL",1971,27057041.36
"3028","CHL",1972,28141559.76
"3029","CHL",1973,27592311.67
"3030","CHL",1974,25883271.62
"3031","CHL",1975,22951367.72
"3032","CHL",1976,24034246.97
"3033","CHL",1977,23024211.96
"3034","CHL",1978,22850733.95
"3035","CHL",1979,24740943.12
"3036","CHL",1980,25114570.67
"3037","CHL",1981,24366117.44
"3038","CHL",1982,20487849.07
"3039","CHL",1983,20689219.92
"3040","CHL",1984,22022795.52
"3041","CHL",1985,21312098
"3042","CHL",1986,22043748.62
"3043","CHL",1987,22435302.01
"3044","CHL",1988,26631380.13
"3045","CHL",1989,32053177.36
"3046","CHL",1990,32946676.07
"3047","CHL",1991,30942204.83
"3048","CHL",1992,32057897.2
"3049","CHL",1993,34163019.64
"3050","CHL",1994,37642356.15
"3051","CHL",1995,41090115.77
"3052","CHL",1996,47628510.91
"3053","CHL",1997,55450281.02
"3054","CHL",1998,56807225.79
"3055","CHL",1999,60907276.77
"3056","CHL",2000,58113694.29
"3057","CHL",2001,52576557.22
"3058","CHL",2002,54490336.19
"3059","CHL",2003,54884195.52
"3060","CHL",2004,59047507.78
"3061","CHL",2005,60947142.8
"3062","CHL",2006,63971578.71
"3063","CHL",2007,70706929.91
"3064","CHL",2008,70818677.29
"3065","CHL",2009,65919858.48
"3066","CHL",2010,71329785.86
"3067","CHL",2011,78083781.19
"3068","CHL",2012,79703889.85
"3069","CHL",2013,81675970.15
"3070","CHL",2014,80977071.12
"3071","CHL",2015,81161248.54
"3072","CHL",2016,86127998.65
"3073","CHL",2017,84603249.72
"3074","CHN",1751,0
"3075","CHN",1752,0
"3076","CHN",1753,0
"3077","CHN",1754,0
"3078","CHN",1755,0
"3079","CHN",1756,0
"3080","CHN",1757,0
"3081","CHN",1758,0
"3082","CHN",1759,0
"3083","CHN",1760,0
"3084","CHN",1761,0
"3085","CHN",1762,0
"3086","CHN",1763,0
"3087","CHN",1764,0
"3088","CHN",1765,0
"3089","CHN",1766,0
"3090","CHN",1767,0
"3091","CHN",1768,0
"3092","CHN",1769,0
"3093","CHN",1770,0
"3094","CHN",1771,0
"3095","CHN",1772,0
"3096","CHN",1773,0
"3097","CHN",1774,0
"3098","CHN",1775,0
"3099","CHN",1776,0
"3100","CHN",1777,0
"3101","CHN",1778,0
"3102","CHN",1779,0
"3103","CHN",1780,0
"3104","CHN",1781,0
"3105","CHN",1782,0
"3106","CHN",1783,0
"3107","CHN",1784,0
"3108","CHN",1785,0
"3109","CHN",1786,0
"3110","CHN",1787,0
"3111","CHN",1788,0
"3112","CHN",1789,0
"3113","CHN",1790,0
"3114","CHN",1791,0
"3115","CHN",1792,0
"3116","CHN",1793,0
"3117","CHN",1794,0
"3118","CHN",1795,0
"3119","CHN",1796,0
"3120","CHN",1797,0
"3121","CHN",1798,0
"3122","CHN",1799,0
"3123","CHN",1800,0
"3124","CHN",1801,0
"3125","CHN",1802,0
"3126","CHN",1803,0
"3127","CHN",1804,0
"3128","CHN",1805,0
"3129","CHN",1806,0
"3130","CHN",1807,0
"3131","CHN",1808,0
"3132","CHN",1809,0
"3133","CHN",1810,0
"3134","CHN",1811,0
"3135","CHN",1812,0
"3136","CHN",1813,0
"3137","CHN",1814,0
"3138","CHN",1815,0
"3139","CHN",1816,0
"3140","CHN",1817,0
"3141","CHN",1818,0
"3142","CHN",1819,0
"3143","CHN",1820,0
"3144","CHN",1821,0
"3145","CHN",1822,0
"3146","CHN",1823,0
"3147","CHN",1824,0
"3148","CHN",1825,0
"3149","CHN",1826,0
"3150","CHN",1827,0
"3151","CHN",1828,0
"3152","CHN",1829,0
"3153","CHN",1830,0
"3154","CHN",1831,0
"3155","CHN",1832,0
"3156","CHN",1833,0
"3157","CHN",1834,0
"3158","CHN",1835,0
"3159","CHN",1836,0
"3160","CHN",1837,0
"3161","CHN",1838,0
"3162","CHN",1839,0
"3163","CHN",1840,0
"3164","CHN",1841,0
"3165","CHN",1842,0
"3166","CHN",1843,0
"3167","CHN",1844,0
"3168","CHN",1845,0
"3169","CHN",1846,0
"3170","CHN",1847,0
"3171","CHN",1848,0
"3172","CHN",1849,0
"3173","CHN",1850,0
"3174","CHN",1851,0
"3175","CHN",1852,0
"3176","CHN",1853,0
"3177","CHN",1854,0
"3178","CHN",1855,0
"3179","CHN",1856,0
"3180","CHN",1857,0
"3181","CHN",1858,0
"3182","CHN",1859,0
"3183","CHN",1860,0
"3184","CHN",1861,0
"3185","CHN",1862,0
"3186","CHN",1863,0
"3187","CHN",1864,0
"3188","CHN",1865,0
"3189","CHN",1866,0
"3190","CHN",1867,0
"3191","CHN",1868,0
"3192","CHN",1869,0
"3193","CHN",1870,0
"3194","CHN",1871,0
"3195","CHN",1872,0
"3196","CHN",1873,0
"3197","CHN",1874,0
"3198","CHN",1875,0
"3199","CHN",1876,0
"3200","CHN",1877,0
"3201","CHN",1878,0
"3202","CHN",1879,0
"3203","CHN",1880,0
"3204","CHN",1881,0
"3205","CHN",1882,0
"3206","CHN",1883,0
"3207","CHN",1884,0
"3208","CHN",1885,0
"3209","CHN",1886,0
"3210","CHN",1887,0
"3211","CHN",1899,95264
"3212","CHN",1902,95264
"3213","CHN",1903,1963904
"3214","CHN",1904,2088480
"3215","CHN",1905,2297328
"3216","CHN",1906,17110880
"3217","CHN",1907,16839744
"3218","CHN",1908,22731456
"3219","CHN",1909,20837168
"3220","CHN",1910,18748688
"3221","CHN",1911,27846400
"3222","CHN",1912,9786544
"3223","CHN",1913,10757504
"3224","CHN",1914,15106672
"3225","CHN",1915,16088624
"3226","CHN",1916,17964592
"3227","CHN",1917,19851552
"3228","CHN",1918,21042352
"3229","CHN",1919,24255680
"3230","CHN",1920,26769184
"3231","CHN",1921,25288928
"3232","CHN",1922,26633616
"3233","CHN",1923,32151600
"3234","CHN",1924,35093792
"3235","CHN",1925,33221488
"3236","CHN",1926,29590464
"3237","CHN",1927,33525600
"3238","CHN",1928,34115504
"3239","CHN",1929,35819264
"3240","CHN",1930,37922400
"3241","CHN",1931,40260032
"3242","CHN",1932,38600240
"3243","CHN",1933,42216608
"3244","CHN",1934,49273472
"3245","CHN",1935,57627392
"3246","CHN",1936,65039664
"3247","CHN",1937,60576912
"3248","CHN",1938,55304416
"3249","CHN",1939,67157456
"3250","CHN",1940,86100336
"3251","CHN",1941,107615344
"3252","CHN",1942,113869792
"3253","CHN",1943,97304848
"3254","CHN",1944,97865440
"3255","CHN",1945,50350688
"3256","CHN",1946,31275904
"3257","CHN",1947,33587888
"3258","CHN",1948,23852640
"3259","CHN",1949,59309168
"3260","CHN",1950,78647760
"3261","CHN",1951,101723632
"3262","CHN",1952,128221680
"3263","CHN",1953,134102400
"3264","CHN",1954,161256304
"3265","CHN",1955,190890736
"3266","CHN",1956,216348208
"3267","CHN",1957,256348096
"3268","CHN",1958,525380960
"3269","CHN",1959,720152146.7
"3270","CHN",1960,778979465.8
"3271","CHN",1961,550958537.3
"3272","CHN",1962,439342105.3
"3273","CHN",1963,435517603.7
"3274","CHN",1964,435703730.3
"3275","CHN",1965,474680624.9
"3276","CHN",1966,521458912.9
"3277","CHN",1967,432223556.9
"3278","CHN",1968,467805643
"3279","CHN",1969,575944671.2
"3280","CHN",1970,770167190.3
"3281","CHN",1971,874016350.7
"3282","CHN",1972,928893957.8
"3283","CHN",1973,965646598.3
"3284","CHN",1974,985085216
"3285","CHN",1975,1142101906
"3286","CHN",1976,1190964535
"3287","CHN",1977,1304402788
"3288","CHN",1978,1455257506
"3289","CHN",1979,1487113084
"3290","CHN",1980,1458886738
"3291","CHN",1981,1442782298
"3292","CHN",1982,1570468325
"3293","CHN",1983,1655810483
"3294","CHN",1984,1802317096
"3295","CHN",1985,1951773228
"3296","CHN",1986,2052242012
"3297","CHN",1987,2191053006
"3298","CHN",1988,2347763494
"3299","CHN",1989,2386884998
"3300","CHN",1990,2420302108
"3301","CHN",1991,2538923968
"3302","CHN",1992,2657112406
"3303","CHN",1993,2835795473
"3304","CHN",1994,3010242208
"3305","CHN",1995,3265056964
"3306","CHN",1996,3408346591
"3307","CHN",1997,3414549286
"3308","CHN",1998,3265902621
"3309","CHN",1999,3258134887
"3310","CHN",2000,3349294776
"3311","CHN",2001,3426144062
"3312","CHN",2002,3782439297
"3313","CHN",2003,4452310296
"3314","CHN",2004,5125894416
"3315","CHN",2005,5771168440
"3316","CHN",2006,6377748016
"3317","CHN",2007,6861750652
"3318","CHN",2008,7375189907
"3319","CHN",2009,7758811768
"3320","CHN",2010,8500542695
"3321","CHN",2011,9388199234
"3322","CHN",2012,9633899303
"3323","CHN",2013,9796527160
"3324","CHN",2014,9820360492
"3325","CHN",2015,9716467840
"3326","CHN",2016,9704479432
"3327","CHN",2017,9838754028
"3328","COL",1921,29312
"3329","COL",1922,142896
"3330","COL",1923,186864
"3331","COL",1924,197856
"3332","COL",1925,443344
"3333","COL",1926,846384
"3334","COL",1927,824400
"3335","COL",1928,1348352
"3336","COL",1929,1289728
"3337","COL",1930,652192
"3338","COL",1931,329760
"3339","COL",1932,80608
"3340","COL",1933,534944
"3341","COL",1934,736464
"3342","COL",1935,2403584
"3343","COL",1936,2784640
"3344","COL",1937,2784640
"3345","COL",1938,3004480
"3346","COL",1939,4638624
"3347","COL",1940,4165968
"3348","COL",1941,3733616
"3349","COL",1942,4165968
"3350","COL",1943,3733616
"3351","COL",1944,4741216
"3352","COL",1945,4481072
"3353","COL",1946,4961056
"3354","COL",1947,5063648
"3355","COL",1948,4484736
"3356","COL",1949,5136928
"3357","COL",1950,7500208
"3358","COL",1951,8167056
"3359","COL",1952,8636048
"3360","COL",1953,10764832
"3361","COL",1954,9625328
"3362","COL",1955,11948304
"3363","COL",1956,12604160
"3364","COL",1957,13655728
"3365","COL",1958,13981824
"3366","COL",1959,16086790.56
"3367","COL",1960,16390486.53
"3368","COL",1961,18196303.65
"3369","COL",1962,19419485.33
"3370","COL",1963,21232779.02
"3371","COL",1964,21682945.85
"3372","COL",1965,22858733.26
"3373","COL",1966,23474196.11
"3374","COL",1967,24686831.54
"3375","COL",1968,26572751.48
"3376","COL",1969,28016278.33
"3377","COL",1970,28370051.96
"3378","COL",1971,30281850.15
"3379","COL",1972,31426100.84
"3380","COL",1973,33632220
"3381","COL",1974,36396536.79
"3382","COL",1975,35811385.4
"3383","COL",1976,37983012.67
"3384","COL",1977,39244477.27
"3385","COL",1978,41539281.74
"3386","COL",1979,44272706.83
"3387","COL",1980,44180848.8
"3388","COL",1981,44267738.91
"3389","COL",1982,45688432.82
"3390","COL",1983,49218949.21
"3391","COL",1984,48712742.12
"3392","COL",1985,48091740.82
"3393","COL",1986,48768831.12
"3394","COL",1987,50139350.76
"3395","COL",1988,52035867.74
"3396","COL",1989,52811900.12
"3397","COL",1990,56916708.07
"3398","COL",1991,56655254.46
"3399","COL",1992,61500346.84
"3400","COL",1993,63336717.79
"3401","COL",1994,66709452.15
"3402","COL",1995,58620256.85
"3403","COL",1996,59458523.67
"3404","COL",1997,63771230.47
"3405","COL",1998,64613723.26
"3406","COL",1999,55027452.96
"3407","COL",2000,56215715.58
"3408","COL",2001,55251474.9
"3409","COL",2002,54853226.55
"3410","COL",2003,56728246.39
"3411","COL",2004,54551411.78
"3412","COL",2005,60250755.21
"3413","COL",2006,62197352.72
"3414","COL",2007,61571506.14
"3415","COL",2008,67226517.13
"3416","COL",2009,71851614.45
"3417","COL",2010,75300420
"3418","COL",2011,75743096.52
"3419","COL",2012,79350288
"3420","COL",2013,89000052.05
"3421","COL",2014,83415538.22
"3422","COL",2015,86022257.01
"3423","COL",2016,86372986.18
"3424","COL",2017,81226821.7
"3425","COM",1959,10992
"3426","COM",1960,10992
"3427","COM",1961,10992
"3428","COM",1962,10992
"3429","COM",1963,10992
"3430","COM",1964,10992
"3431","COM",1965,14656
"3432","COM",1966,18320
"3433","COM",1967,18320
"3434","COM",1968,18320
"3435","COM",1969,18320
"3436","COM",1970,29312
"3437","COM",1971,29312
"3438","COM",1972,29312
"3439","COM",1973,29312
"3440","COM",1974,29312
"3441","COM",1975,32976
"3442","COM",1976,40304
"3443","COM",1977,40304
"3444","COM",1978,29312
"3445","COM",1979,21984
"3446","COM",1980,47632
"3447","COM",1981,47632
"3448","COM",1982,47632
"3449","COM",1983,47632
"3450","COM",1984,47632
"3451","COM",1985,47632
"3452","COM",1986,43968
"3453","COM",1987,47632
"3454","COM",1988,51296
"3455","COM",1989,51296
"3456","COM",1990,62288
"3457","COM",1991,65952
"3458","COM",1992,65952
"3459","COM",1993,69616
"3460","COM",1994,69616
"3461","COM",1995,73280
"3462","COM",1996,76944
"3463","COM",1997,80608
"3464","COM",1998,87936
"3465","COM",1999,91600
"3466","COM",2000,102592
"3467","COM",2001,102592
"3468","COM",2002,102592
"3469","COM",2003,131904
"3470","COM",2004,142896
"3471","COM",2005,139232
"3472","COM",2006,161216
"3473","COM",2007,102592
"3474","COM",2008,106256
"3475","COM",2009,131904
"3476","COM",2010,161216
"3477","COM",2011,135568
"3478","COM",2012,142896
"3479","COM",2013,175872
"3480","COM",2014,153888
"3481","COM",2015,167911.43
"3482","COM",2016,181368.93
"3483","COM",2017,189481.66
"3484","CRI",1950,285792
"3485","CRI",1951,311440
"3486","CRI",1952,388384
"3487","CRI",1953,432352
"3488","CRI",1954,406704
"3489","CRI",1955,348080
"3490","CRI",1956,483648
"3491","CRI",1957,461664
