"","Country Code","Year","Annual CO2 emissions (tonnes )"
"1","AFG",1949,14656
"2","AFG",1950,84272
"3","AFG",1951,91600
"4","AFG",1952,91600
"5","AFG",1953,106256
"6","AFG",1954,106256
"7","AFG",1955,153888
"8","AFG",1956,183200
"9","AFG",1957,293120
"10","AFG",1958,329760
"11","AFG",1959,384571.42
"12","AFG",1960,413883.42
"13","AFG",1961,490797.7
"14","AFG",1962,688594.27
"15","AFG",1963,706735.98
"16","AFG",1964,838550.83
"17","AFG",1965,1006916.53
"18","AFG",1966,1091158.82
"19","AFG",1967,1281865.11
"20","AFG",1968,1223389.69
"21","AFG",1969,941231.98
"22","AFG",1970,1670397.69
"23","AFG",1971,1893931.41
"24","AFG",1972,1531165.69
"25","AFG",1973,1637243.4
"26","AFG",1974,1915677.68
"27","AFG",1975,2124525.68
"28","AFG",1976,1984225.38
"29","AFG",1977,2386745.67
"30","AFG",1978,2155419.66
"31","AFG",1979,2234903.94
"32","AFG",1980,1757021.97
"33","AFG",1981,1979372.53
"34","AFG",1982,2095539.37
"35","AFG",1983,2520091.42
"36","AFG",1984,2822415.06
"37","AFG",1985,3501893.65
"38","AFG",1986,3134071.92
"39","AFG",1987,3114159.9
"40","AFG",1988,2857083.9
"41","AFG",1989,2764887.89
"42","AFG",1990,2602407.59
"43","AFG",1991,2426486.16
"44","AFG",1992,1381521.84
"45","AFG",1993,1333837.11
"46","AFG",1994,1282488.38
"47","AFG",1995,1231139.65
"48","AFG",1996,1165134.92
"49","AFG",1997,1084474.19
"50","AFG",1998,1029461.47
"51","AFG",1999,809568.74
"52","AFG",2000,768195.25
"53","AFG",2001,812074.37
"54","AFG",2002,1064074.85
"55","AFG",2003,1187070.59
"56","AFG",2004,941455.62
"57","AFG",2005,1320250.12
"58","AFG",2006,1643246
"59","AFG",2007,2268343.1
"60","AFG",2008,4198329.64
"61","AFG",2009,6760313.49
"62","AFG",2010,8452224.14
"63","AFG",2011,12226017.38
"64","AFG",2012,10742056.72
"65","AFG",2013,10000414.29
"66","AFG",2014,9789185.57
"67","AFG",2015,10107428.68
"68","AFG",2016,12257907.69
"69","AFG",2017,13014739.66
"70","ALB",1933,7328
"71","ALB",1934,7328
"72","ALB",1935,18320
"73","ALB",1936,128240
"74","ALB",1937,296784
"75","ALB",1938,348080
"76","ALB",1939,432352
"77","ALB",1940,692496
"78","ALB",1941,626544
"79","ALB",1942,743792
"80","ALB",1943,461664
"81","ALB",1944,153888
"82","ALB",1945,120912
"83","ALB",1946,483648
"84","ALB",1947,926992
"85","ALB",1948,703488
"86","ALB",1949,1014928
"87","ALB",1950,296784
"88","ALB",1951,403040
"89","ALB",1952,373728
"90","ALB",1953,414032
"91","ALB",1954,501968
"92","ALB",1955,663184
"93","ALB",1956,839056
"94","ALB",1957,1505904
"95","ALB",1958,1201792
"96","ALB",1959,1443616
"97","ALB",1960,2022528
"98","ALB",1961,2279008
"99","ALB",1962,2462208
"100","ALB",1963,2081152
"101","ALB",1964,2015200
"102","ALB",1965,2172752
"103","ALB",1966,2550144
"104","ALB",1967,2678384
"105","ALB",1968,3070432
"106","ALB",1969,3242640
"107","ALB",1970,3740944
"108","ALB",1971,4349168
"109","ALB",1972,5638896
"110","ALB",1973,5287152
"111","ALB",1974,4341840
"112","ALB",1975,4590992
"113","ALB",1976,4946400
"114","ALB",1977,5715840
"115","ALB",1978,6488944
"116","ALB",1979,7580816
"117","ALB",1980,5166240
"118","ALB",1981,7335328
"119","ALB",1982,7302352
"120","ALB",1983,7624784
"121","ALB",1984,7818976
"122","ALB",1985,7873936
"123","ALB",1986,8049808
"124","ALB",1987,7437920
"125","ALB",1988,7320672
"126","ALB",1989,8976800
"127","ALB",1990,5510656
"128","ALB",1991,4283216
"129","ALB",1992,2513504
"130","ALB",1993,2333968
"131","ALB",1994,1923600
"132","ALB",1995,2084816
"133","ALB",1996,2015200
"134","ALB",1997,1542544
"135","ALB",1998,1751392
"136","ALB",1999,2982496
"137","ALB",2000,3019136
"138","ALB",2001,3220656
"139","ALB",2002,3748272
"140","ALB",2003,4290544
"141","ALB",2004,4162304
"142","ALB",2005,4250240
"143","ALB",2006,3894832
"144","ALB",2007,3924144
"145","ALB",2008,4371152
"146","ALB",2009,4374816
"147","ALB",2010,4594656
"148","ALB",2011,5235856
"149","ALB",2012,4906096
"150","ALB",2013,5059984
"151","ALB",2014,5712176
"152","ALB",2015,5947724.28
"153","ALB",2016,6272857.94
"154","ALB",2017,6379207
"155","DZA",1900,0
"156","DZA",1901,0
"157","DZA",1902,0
"158","DZA",1903,0
"159","DZA",1904,0
"160","DZA",1905,0
"161","DZA",1916,3664
"162","DZA",1917,7328
"163","DZA",1918,18320
"164","DZA",1919,18320
"165","DZA",1920,21984
"166","DZA",1921,25648
"167","DZA",1922,25648
"168","DZA",1923,14656
"169","DZA",1924,29312
"170","DZA",1925,32976
"171","DZA",1926,40304
"172","DZA",1927,58624
"173","DZA",1928,73280
"174","DZA",1929,80608
"175","DZA",1930,84272
"176","DZA",1931,98928
"177","DZA",1932,113584
"178","DZA",1933,120912
"179","DZA",1934,139232
"180","DZA",1935,131904
"181","DZA",1936,51296
"182","DZA",1937,69616
"183","DZA",1938,32976
"184","DZA",1939,161216
"185","DZA",1940,238160
"186","DZA",1941,311440
"187","DZA",1942,498304
"188","DZA",1943,468992
"189","DZA",1944,498304
"190","DZA",1945,615552
"191","DZA",1946,762112
"192","DZA",1947,743792
"193","DZA",1948,802416
"194","DZA",1949,908672
"195","DZA",1950,3784912
"196","DZA",1951,4132992
"197","DZA",1952,3891168
"198","DZA",1953,4001088
"199","DZA",1954,4154976
"200","DZA",1955,4609312
"201","DZA",1956,4997696
"202","DZA",1957,5539968
"203","DZA",1958,5217536
"204","DZA",1959,5657016.93
"205","DZA",1960,6151240.91
"206","DZA",1961,6055917.48
"207","DZA",1962,5661007.81
"208","DZA",1963,5419154.09
"209","DZA",1964,5643044.4
"210","DZA",1965,6588534.69
"211","DZA",1966,8420861.57
"212","DZA",1967,8431586.13
"213","DZA",1968,9050237.52
"214","DZA",1969,11262966.65
"215","DZA",1970,15058959.8
"216","DZA",1971,18649531.22
"217","DZA",1972,28322639.8
"218","DZA",1973,38277400.92
"219","DZA",1974,31876660.36
"220","DZA",1975,32001206.65
"221","DZA",1976,39131069.74
"222","DZA",1977,41844913.14
"223","DZA",1978,62455266.48
"224","DZA",1979,45545551.53
"225","DZA",1980,66416467.44
"226","DZA",1981,46341986.73
"227","DZA",1982,39173029.23
"228","DZA",1983,52503914.58
"229","DZA",1984,70946530.22
"230","DZA",1985,72609068.43
"231","DZA",1986,76080388.2
"232","DZA",1987,83883502.19
"233","DZA",1988,83708033.58
"234","DZA",1989,79808266
"235","DZA",1990,76736640.21
"236","DZA",1991,78805351.89
"237","DZA",1992,79881770.87
"238","DZA",1993,81942440.4
"239","DZA",1994,86146675.45
"240","DZA",1995,94981961.04
"241","DZA",1996,96786119.98
"242","DZA",1997,87004345.51
"243","DZA",1998,106620830.2
"244","DZA",1999,91667911.41
"245","DZA",2000,87442682.76
"246","DZA",2001,83780673.62
"247","DZA",2002,89406721.23
"248","DZA",2003,91048193.45
"249","DZA",2004,87853102.49
"250","DZA",2005,106473190
"251","DZA",2006,100201161.5
"252","DZA",2007,108399973.2
"253","DZA",2008,109031837
"254","DZA",2009,120185864.1
"255","DZA",2010,117814076.6
"256","DZA",2011,119806887.5
"257","DZA",2012,128109951.1
"258","DZA",2013,132434630.3
"259","DZA",2014,143177050.1
"260","DZA",2015,150592497.7
"261","DZA",2016,150378025.5
"262","DZA",2017,150551376.6
"263","AGO",1950,186864
"264","AGO",1951,249152
"265","AGO",1952,311440
"266","AGO",1953,274800
"267","AGO",1954,348080
"268","AGO",1955,414032
"269","AGO",1956,501968
"270","AGO",1957,619216
"271","AGO",1958,593568
"272","AGO",1959,618591.97
"273","AGO",1960,548946.25
"274","AGO",1961,453711.97
"275","AGO",1962,1179124.53
"276","AGO",1963,1149723.39
"277","AGO",1964,1222914.24
"278","AGO",1965,1186155.38
"279","AGO",1966,1552466.23
"280","AGO",1967,991814.8
"281","AGO",1968,1669535.93
"282","AGO",1969,2783094.77
"283","AGO",1970,3577915.33
"284","AGO",1971,3405380.45
"285","AGO",1972,4500530.15
"286","AGO",1973,4873663.83
"287","AGO",1974,4866395.26
"288","AGO",1975,4408811.28
"289","AGO",1976,3280042.31
"290","AGO",1977,3527510.97
"291","AGO",1978,5399808.1
"292","AGO",1979,5489191.01
"293","AGO",1980,5334356.96
"294","AGO",1981,5266774.02
"295","AGO",1982,4635170.08
"296","AGO",1983,5100534.83
"297","AGO",1984,4985860.98
"298","AGO",1985,4676114.24
"299","AGO",1986,4633839.5
"300","AGO",1987,5786028.76
"301","AGO",1988,5049305.73
"302","AGO",1989,4922809.97
"303","AGO",1990,5088684.98
"304","AGO",1991,5062876.68
"305","AGO",1992,5165043.98
"306","AGO",1993,5748383.38
"307","AGO",1994,3865595.55
"308","AGO",1995,10948303.24
"309","AGO",1996,10424825.05
"310","AGO",1997,7347849.05
"311","AGO",1998,7269605.77
"312","AGO",1999,9129777.79
"313","AGO",2000,9515060.92
"314","AGO",2001,9671518.88
"315","AGO",2002,12597545.05
"316","AGO",2003,8988367.85
"317","AGO",2004,18701931.74
"318","AGO",2005,19006429.59
"319","AGO",2006,22102407.09
"320","AGO",2007,24976104.38
"321","AGO",2008,25486004.45
"322","AGO",2009,27565503.37
"323","AGO",2010,28864472.37
"324","AGO",2011,30142144.46
"325","AGO",2012,33185815.75
"326","AGO",2013,32373114.67
"327","AGO",2014,34457641.91
"328","AGO",2015,34761128.89
"329","AGO",2016,35351002.67
"330","AGO",2017,35389928.27
"331","ATG",1957,21984
"332","ATG",1958,29312
"333","ATG",1959,29312
"334","ATG",1960,36640
"335","ATG",1961,47632
"336","ATG",1962,102592
"337","ATG",1963,84272
"338","ATG",1964,91600
"339","ATG",1965,150224
"340","ATG",1966,348080
"341","ATG",1967,564256
"342","ATG",1968,989280
"343","ATG",1969,1256752
"344","ATG",1970,461664
"345","ATG",1971,425024
"346","ATG",1972,373728
"347","ATG",1973,329760
"348","ATG",1974,428688
"349","ATG",1975,707152
"350","ATG",1976,403040
"351","ATG",1977,465328
"352","ATG",1978,490976
"353","ATG",1979,406704
"354","ATG",1980,142896
"355","ATG",1981,106256
"356","ATG",1982,293120
"357","ATG",1983,84272
"358","ATG",1984,146560
"359","ATG",1985,249152
"360","ATG",1986,249152
"361","ATG",1987,274800
"362","ATG",1988,285792
"363","ATG",1989,285792
"364","ATG",1990,282128
"365","ATG",1991,267472
"366","ATG",1992,263808
"367","ATG",1993,271136
"368","ATG",1994,267472
"369","ATG",1995,274800
"370","ATG",1996,293120
"371","ATG",1997,307776
"372","ATG",1998,318768
"373","ATG",1999,329760
"374","ATG",2000,344416
"375","ATG",2001,348080
"376","ATG",2002,370064
"377","ATG",2003,403040
"378","ATG",2004,421360
"379","ATG",2005,428688
"380","ATG",2006,443344
"381","ATG",2007,468992
"382","ATG",2008,479984
"383","ATG",2009,509296
"384","ATG",2010,523952
"385","ATG",2011,512960
"386","ATG",2012,523952
"387","ATG",2013,523952
"388","ATG",2014,531280
"389","ATG",2015,554631.88
"390","ATG",2016,565396.8
"391","ATG",2017,565296.4
"392","ARG",1887,1084544
"393","ARG",1888,890352
"394","ARG",1889,1755056
"395","ARG",1890,1370336
"396","ARG",1891,937984
"397","ARG",1892,1384992
"398","ARG",1893,1553536
"399","ARG",1894,1993216
"400","ARG",1895,2264352
"401","ARG",1896,2304656
"402","ARG",1897,2081152
"403","ARG",1898,2348624
"404","ARG",1899,2920208
"405","ARG",1900,2070160
"406","ARG",1901,2491520
"407","ARG",1902,2813952
"408","ARG",1903,2861584
"409","ARG",1904,3795904
"410","ARG",1905,3982768
"411","ARG",1906,6254448
"412","ARG",1907,6254448
"413","ARG",1908,7617456
"414","ARG",1909,5935680
"415","ARG",1910,8907184
"416","ARG",1911,9944096
"417","ARG",1912,9478768
"418","ARG",1913,10145616
"419","ARG",1914,8672688
"420","ARG",1915,6939616
"421","ARG",1916,4986704
"422","ARG",1917,2231376
"423","ARG",1918,2520832
"424","ARG",1919,3726288
"425","ARG",1920,5891712
"426","ARG",1921,5539968
"427","ARG",1922,7298688
"428","ARG",1923,8445520
"429","ARG",1924,10959024
"430","ARG",1925,11237488
"431","ARG",1926,11259472
"432","ARG",1927,13373600
"433","ARG",1928,12739728
"434","ARG",1929,13131776
"435","ARG",1930,12769040
"436","ARG",1931,12845984
"437","ARG",1932,13102464
"438","ARG",1933,13234368
"439","ARG",1934,14241968
"440","ARG",1935,14000144
"441","ARG",1936,15099344
"442","ARG",1937,16715168
"443","ARG",1938,16352432
"444","ARG",1939,17382016
"445","ARG",1940,15868784
"446","ARG",1941,13945184
"447","ARG",1942,13483520
"448","ARG",1943,14080752
"449","ARG",1944,13956176
"450","ARG",1945,13670384
"451","ARG",1946,13707024
"452","ARG",1947,14520432
"453","ARG",1948,17396672
"454","ARG",1949,15370480
"455","ARG",1950,29927552
"456","ARG",1951,34969216
"457","ARG",1952,36101392
"458","ARG",1953,35141424
"459","ARG",1954,36757248
"460","ARG",1955,39567536
"461","ARG",1956,44305088
"462","ARG",1957,47617344
"463","ARG",1958,44202496
"464","ARG",1959,48948799.48
"465","ARG",1960,48764499.99
"466","ARG",1961,51126710.22
"467","ARG",1962,53640125.07
"468","ARG",1963,50032660.01
"469","ARG",1964,55670040.5
"470","ARG",1965,58804849.56
"471","ARG",1966,63072666.66
"472","ARG",1967,65475983.22
"473","ARG",1968,69009217.37
"474","ARG",1969,77248869.9
"475","ARG",1970,82648001.24
"476","ARG",1971,88844309.64
"477","ARG",1972,90061084.51
"478","ARG",1973,93967978.29
"479","ARG",1974,95469386.24
"480","ARG",1975,94831553.08
"481","ARG",1976,99665695.26
"482","ARG",1977,100650884.3
"483","ARG",1978,102476823.2
"484","ARG",1979,110510913
"485","ARG",1980,108519999.4
"486","ARG",1981,101819689
"487","ARG",1982,103206566.9
"488","ARG",1983,104978862.3
"489","ARG",1984,106282990.6
"490","ARG",1985,100366195.2
"491","ARG",1986,103933940.3
"492","ARG",1987,114611063.8
"493","ARG",1988,121129121.2
"494","ARG",1989,116802018.4
"495","ARG",1990,111890017.8
"496","ARG",1991,116845003.3
"497","ARG",1992,121016713.6
"498","ARG",1993,117564672.1
"499","ARG",1994,122010040.7
"500","ARG",1995,127598460.1
"501","ARG",1996,134643650.1
"502","ARG",1997,137558052.2
"503","ARG",1998,139354451.3
"504","ARG",1999,146510308.4
"505","ARG",2000,141716804.3
"506","ARG",2001,133310609.8
"507","ARG",2002,124382213.6
"508","ARG",2003,134620660.1
"509","ARG",2004,157033639.3
"510","ARG",2005,161424779.4
"511","ARG",2006,174617506
"512","ARG",2007,174232910.8
"513","ARG",2008,188041184.3
"514","ARG",2009,178867384.3
"515","ARG",2010,186686451.5
"516","ARG",2011,190247901.5
"517","ARG",2012,191044680.3
"518","ARG",2013,188428149.5
"519","ARG",2014,202671490.1
"520","ARG",2015,206367967.5
"521","ARG",2016,207064059.7
"522","ARG",2017,204323434.8
"523","ARM",1959,2395127.58
"524","ARM",1960,2493576.56
"525","ARM",1961,2571441.54
"526","ARM",1962,2698740.26
"527","ARM",1963,2894214.56
"528","ARM",1964,3077980.23
"529","ARM",1965,3265051.02
"530","ARM",1966,3447964.9
"531","ARM",1967,3605305.3
"532","ARM",1968,3706561.12
"533","ARM",1969,3860149.99
"534","ARM",1970,4060089.46
"535","ARM",1971,4314421.51
"536","ARM",1972,4545495.96
"537","ARM",1973,4744111.1
"538","ARM",1974,4931953.43
"539","ARM",1975,5191840.25
"540","ARM",1976,5394775.82
"541","ARM",1977,5581598.89
"542","ARM",1978,5775513.45
"543","ARM",1979,5825089.38
"544","ARM",1980,6056833.74
"545","ARM",1981,5949389.41
"546","ARM",1982,6064739.45
"547","ARM",1983,6158341.2
"548","ARM",1984,6219738.8
"549","ARM",1985,6708309.83
"550","ARM",1986,6734097.02
"551","ARM",1987,7020947.3
"552","ARM",1988,7218121.9
"553","ARM",1989,7074953.72
"554","ARM",1990,6642549.18
"555","ARM",1991,6440640.87
"556","ARM",1992,5719931.63
"557","ARM",1993,2508264.53
"558","ARM",1994,2683496.48
"559","ARM",1995,3360091.62
"560","ARM",1996,2497343.84
"561","ARM",1997,3246443.17
"562","ARM",1998,3411071.87
"563","ARM",1999,3033700.26
"564","ARM",2000,3491410
"565","ARM",2001,3532700
"566","ARM",2002,3076608
"567","ARM",2003,3455562
"568","ARM",2004,3691194
"569","ARM",2005,4379830
"570","ARM",2006,4405250
"571","ARM",2007,5107762
"572","ARM",2008,5582114
"573","ARM",2009,4362330
"574","ARM",2010,4260176
"575","ARM",2011,4968876
"576","ARM",2012,5748252
"577","ARM",2013,5549428.33
"578","ARM",2014,5581436.67
"579","ARM",2015,5791730.01
"580","ARM",2016,5960812.77
"581","ARM",2017,5656391.74
"582","ABW",1959,719370.9
"583","ABW",1960,618560.82
"584","ABW",1961,645552.56
"585","ABW",1962,708942.27
"586","ABW",1963,679087.76
"587","ABW",1964,660275.33
"588","ABW",1965,592387.01
"589","ABW",1966,553944.22
"590","ABW",1967,682359.49
"591","ABW",1968,634510.49
"592","ABW",1969,830405.12
"593","ABW",1970,928761.4
"594","ABW",1971,808320.97
"595","ABW",1972,783783.02
"596","ABW",1973,869461.36
"597","ABW",1974,788077.16
"598","ABW",1975,570711.82
"599","ABW",1976,1219127.14
"600","ABW",1977,636759.8
"601","ABW",1978,542288.69
"602","ABW",1979,568871.47
"603","ABW",1980,585434.59
"604","ABW",1981,557624.91
"605","ABW",1982,623468.41
"606","ABW",1983,320424.73
"607","ABW",1984,800141.65
"608","ABW",1985,936531.75
"609","ABW",1986,179536
"610","ABW",1987,447008
"611","ABW",1988,611888
"612","ABW",1989,648528
"613","ABW",1990,1637808
"614","ABW",1991,1681776
"615","ABW",1992,1461936
"616","ABW",1993,1593840
"617","ABW",1994,1612160
"618","ABW",1995,1667120
"619","ABW",1996,1689104
"620","ABW",1997,1744064
"621","ABW",1998,1795360
"622","ABW",1999,1806352
"623","ABW",2000,2377936
"624","ABW",2001,2407248
"625","ABW",2002,2436560
"626","ABW",2003,2561136
"627","ABW",2004,2616096
"628","ABW",2005,2718688
"629","ABW",2006,2715024
"630","ABW",2007,2821280
"631","ABW",2008,2656400
"632","ABW",2009,2627088
"633","ABW",2010,2506176
"634","ABW",2011,2498848
"635","ABW",2012,1348352
"636","ABW",2013,861040
"637","ABW",2014,872032
"638","ABW",2015,910361.29
"639","ABW",2016,928030.61
"640","ABW",2017,927865.82
"641","AUS",1860,278464
"642","AUS",1861,509296
"643","AUS",1862,355408
"644","AUS",1863,399376
"645","AUS",1864,267472
"646","AUS",1865,421360
"647","AUS",1866,696160
"648","AUS",1867,894016
"649","AUS",1868,732800
"650","AUS",1869,641200
"651","AUS",1870,600896
"652","AUS",1871,692496
"653","AUS",1872,707152
"654","AUS",1873,868368
"655","AUS",1874,890352
"656","AUS",1875,828064
"657","AUS",1876,930656
"658","AUS",1877,1066224
"659","AUS",1878,967296
"660","AUS",1879,1454608
"661","AUS",1880,2205728
"662","AUS",1881,1766048
"663","AUS",1882,2011536
"664","AUS",1883,2425568
"665","AUS",1884,2572128
"666","AUS",1885,2905552
"667","AUS",1886,2887232
"668","AUS",1887,3033792
"669","AUS",1888,3528432
"670","AUS",1889,3425840
"671","AUS",1890,3546752
"672","AUS",1891,4008416
"673","AUS",1892,4151312
"674","AUS",1893,3964448
"675","AUS",1894,4360160
"676","AUS",1895,4590992
"677","AUS",1896,4503056
"678","AUS",1897,4975712
"679","AUS",1898,5613248
"680","AUS",1899,5785456
"681","AUS",1900,10167600
"682","AUS",1901,11439008
"683","AUS",1902,11395040
"684","AUS",1903,11219168
"685","AUS",1904,11545264
"686","AUS",1905,12047232
"687","AUS",1906,14359216
"688","AUS",1907,15476736
"689","AUS",1908,16755472
"690","AUS",1909,14553408
"691","AUS",1910,17436976
"692","AUS",1911,19239664
"693","AUS",1912,20785872
"694","AUS",1913,22390704
"695","AUS",1914,24479184
"696","AUS",1915,21793472
"697","AUS",1916,19272640
"698","AUS",1917,20760224
"699","AUS",1918,22940304
"700","AUS",1919,21738512
"701","AUS",1920,25732272
"702","AUS",1921,23152816
"703","AUS",1922,24343616
"704","AUS",1923,24849248
"705","AUS",1924,27069632
"706","AUS",1925,28234784
"707","AUS",1926,27853728
"708","AUS",1927,28894304
"709","AUS",1928,26289200
"710","AUS",1929,23654784
"711","AUS",1930,22031632
"712","AUS",1931,19547440
"713","AUS",1932,20342528
"714","AUS",1933,21580960
"715","AUS",1934,22698480
"716","AUS",1935,25230304
"717","AUS",1936,27051312
"718","AUS",1937,28857664
"719","AUS",1938,28036928
"720","AUS",1939,32144272
"721","AUS",1940,29040864
"722","AUS",1941,34547856
"723","AUS",1942,36504432
"724","AUS",1943,34991200
"725","AUS",1944,34210768
"726","AUS",1945,32697536
"727","AUS",1946,35423552
"728","AUS",1947,38017664
"729","AUS",1948,38424368
"730","AUS",1949,37651264
"731","AUS",1950,54743824
"732","AUS",1951,59034368
"733","AUS",1952,60206848
"734","AUS",1953,59441072
"735","AUS",1954,67846288
"736","AUS",1955,70682224
"737","AUS",1956,73038176
"738","AUS",1957,74525760
"739","AUS",1958,77618176
"740","AUS",1959,83708157.14
"741","AUS",1960,88118899.96
"742","AUS",1961,90503896.51
"743","AUS",1962,94823455.35
"744","AUS",1963,100934264.5
"745","AUS",1964,108875766.1
"746","AUS",1965,120852668.9
"747","AUS",1966,120219302.1
"748","AUS",1967,129144211.7
"749","AUS",1968,134496899.7
"750","AUS",1969,142123802.5
"751","AUS",1970,147479768.2
"752","AUS",1971,152629536.2
"753","AUS",1972,157335545.3
"754","AUS",1973,170827394.5
"755","AUS",1974,172189386.2
"756","AUS",1975,175713926.1
"757","AUS",1976,174074696.8
"758","AUS",1977,187604866.9
"759","AUS",1978,201820178.7
"760","AUS",1979,204869575
"761","AUS",1980,220531000.1
"762","AUS",1981,230132643.2
"763","AUS",1982,233888646.4
"764","AUS",1983,224785013.7
"765","AUS",1984,236361192.4
"766","AUS",1985,240987972.4
"767","AUS",1986,239722218.6
"768","AUS",1987,255850224.3
"769","AUS",1988,260878795.5
"770","AUS",1989,277485607.8
"771","AUS",1990,278424375.7
"772","AUS",1991,279872363.9
"773","AUS",1992,284912124.3
"774","AUS",1993,289234856.5
"775","AUS",1994,294014610.4
"776","AUS",1995,305409799.3
"777","AUS",1996,312361210
"778","AUS",1997,320794696.4
"779","AUS",1998,334684106.5
"780","AUS",1999,344063336.2
"781","AUS",2000,350194581.8
"782","AUS",2001,357668742.8
"783","AUS",2002,362209093.8
"784","AUS",2003,369725835.4
"785","AUS",2004,383204944.7
"786","AUS",2005,386515211.6
"787","AUS",2006,392681873.2
"788","AUS",2007,400415729.4
"789","AUS",2008,405048537.2
"790","AUS",2009,408672631.7
"791","AUS",2010,406752772.7
"792","AUS",2011,404246571.2
"793","AUS",2012,407146057.1
"794","AUS",2013,398163798.2
"795","AUS",2014,393464239.2
"796","AUS",2015,402995453.4
"797","AUS",2016,413369923
"798","AUS",2017,413092654.5
"799","AUT",1807,168544
"800","AUT",1819,252816
"801","AUT",1820,333424
"802","AUT",1821,359072
"803","AUT",1822,366400
"804","AUT",1823,348080
"805","AUT",1824,399376
"806","AUT",1825,403040
"807","AUT",1826,458000
"808","AUT",1827,476320
"809","AUT",1828,458000
"810","AUT",1829,476320
"811","AUT",1830,494640
"812","AUT",1831,479984
"813","AUT",1832,512960
"814","AUT",1833,428688
"815","AUT",1834,586240
"816","AUT",1835,633872
"817","AUT",1836,674176
"818","AUT",1837,707152
"819","AUT",1838,850048
"820","AUT",1839,1058896
"821","AUT",1840,1168816
"822","AUT",1841,1319040
"823","AUT",1842,1458272
"824","AUT",1843,1267744
"825","AUT",1844,1593840
"826","AUT",1845,1799024
"827","AUT",1846,2114128
"828","AUT",1847,2081152
"829","AUT",1848,2333968
"830","AUT",1849,2260688
"831","AUT",1850,2326640
"832","AUT",1851,2333968
"833","AUT",1852,2810288
"834","AUT",1853,3224320
"835","AUT",1854,3176688
"836","AUT",1855,3700640
"837","AUT",1856,4231920
"838","AUT",1857,4873120
"839","AUT",1858,7243728
"840","AUT",1859,5866064
"841","AUT",1860,6148192
"842","AUT",1861,6379024
"843","AUT",1862,6353376
"844","AUT",1863,5877056
"845","AUT",1864,5074640
"846","AUT",1865,5353104
"847","AUT",1866,3594384
"848","AUT",1867,4913424
"849","AUT",1868,6071248
"850","AUT",1869,6485280
"851","AUT",1870,7364640
"852","AUT",1871,10141952
"853","AUT",1872,10006384
"854","AUT",1873,10728192
"855","AUT",1874,9152672
"856","AUT",1875,7859280
"857","AUT",1876,8090112
"858","AUT",1877,7284032
"859","AUT",1878,7240064
"860","AUT",1879,8863216
"861","AUT",1880,23647456
"862","AUT",1881,10314160
"863","AUT",1882,10599952
"864","AUT",1883,11761440
"865","AUT",1884,11460992
"866","AUT",1885,12047232
"867","AUT",1886,11369392
"868","AUT",1887,12256080
"869","AUT",1888,11951968
"870","AUT",1889,12875296
"871","AUT",1890,13036512
"872","AUT",1891,14945456
"873","AUT",1892,14465472
"874","AUT",1893,17700784
"875","AUT",1894,18129472
"876","AUT",1895,20371840
"877","AUT",1896,21298832
"878","AUT",1897,23020912
"879","AUT",1898,24453536
"880","AUT",1899,24816272
"881","AUT",1900,27674192
"882","AUT",1901,28363024
"883","AUT",1902,25655328
"884","AUT",1903,25549072
"885","AUT",1904,26926736
"886","AUT",1905,28106544
"887","AUT",1906,33536592
"888","AUT",1907,42117680
"889","AUT",1908,58942768
"890","AUT",1909,42168976
"891","AUT",1910,57517472
"892","AUT",1911,48038704
"893","AUT",1912,49940320
"894","AUT",1913,59627936
"895","AUT",1914,48833792
"896","AUT",1915,34899600
"897","AUT",1916,8031488
"898","AUT",1917,3451488
"899","AUT",1918,3337904
"900","AUT",1919,3015472
"901","AUT",1920,14527760
"902","AUT",1921,19338592
"903","AUT",1922,18587472
"904","AUT",1923,17777728
"905","AUT",1924,20093376
"906","AUT",1925,18990512
"907","AUT",1926,18620448
"908","AUT",1927,20122688
"909","AUT",1928,21192576
"910","AUT",1929,24175072
"911","AUT",1930,18865936
"912","AUT",1931,18103824
"913","AUT",1932,15172624
"914","AUT",1933,14230976
"915","AUT",1934,13754656
"916","AUT",1935,13923200
"917","AUT",1936,13593440
"918","AUT",1937,15260560
"919","AUT",1938,5789120
"920","AUT",1939,6338720
"921","AUT",1940,7346320
"922","AUT",1941,7976528
"923","AUT",1942,8548112
"924","AUT",1943,9614336
"925","AUT",1944,9390832
"926","AUT",1945,4561680
"927","AUT",1946,12761712
"928","AUT",1947,17631168
"929","AUT",1948,24490176
"930","AUT",1949,26578656
"931","AUT",1950,20899456
"932","AUT",1951,23270064
"933","AUT",1952,22075600
"934","AUT",1953,21720192
"935","AUT",1954,24512160
"936","AUT",1955,29077504
"937","AUT",1956,28212800
"938","AUT",1957,29187424
"939","AUT",1958,28095552
"940","AUT",1959,27909903.47
"941","AUT",1960,30784479.38
"942","AUT",1961,31824045.04
"943","AUT",1962,33864982.18
"944","AUT",1963,36949059.84
"945","AUT",1964,38896435.74
"946","AUT",1965,38140552.25
"947","AUT",1966,39208597.87
"948","AUT",1967,39915571.57
"949","AUT",1968,42297141.85
"950","AUT",1969,44638408.14
"951","AUT",1970,50631701.8
"952","AUT",1971,52069169.65
"953","AUT",1972,56071341.13
"954","AUT",1973,60015780.7
"955","AUT",1974,57294511.82
"956","AUT",1975,54214066.49
"957","AUT",1976,58204280.17
"958","AUT",1977,55994225.24
"959","AUT",1978,57227135.14
