"","Country Code","Year","Primary energy consumption (TWh)"
"1","AFG",1980,7.773
"2","AFG",1981,8.732
"3","AFG",1982,9.135
"4","AFG",1983,11.006
"5","AFG",1984,11.056
"6","AFG",1985,11.043
"7","AFG",1986,11.325
"8","AFG",1987,18.348
"9","AFG",1988,32.497
"10","AFG",1989,31.928
"11","AFG",1990,31.627
"12","AFG",1991,13.651
"13","AFG",1992,8.961
"14","AFG",1993,8.935
"15","AFG",1994,8.617
"16","AFG",1995,7.246
"17","AFG",1996,7.119
"18","AFG",1997,6.799
"19","AFG",1998,6.618
"20","AFG",1999,6.612
"21","AFG",2000,5.777
"22","AFG",2001,4.481
"23","AFG",2002,4.262
"24","AFG",2003,5.041
"25","AFG",2004,4.669
"26","AFG",2005,6.009
"27","AFG",2006,7.286
"28","AFG",2007,9.407
"29","AFG",2008,16.397
"30","AFG",2009,26.808
"31","AFG",2010,33.194
"32","AFG",2011,44.997
"33","AFG",2012,40.273
"34","AFG",2013,32.809
"35","AFG",2014,29.678
"36","AFG",2015,32.917
"37","AFG",2016,35.737
"38","ALB",1980,52.569
"39","ALB",1981,52.85
"40","ALB",1982,53.742
"41","ALB",1983,55.81
"42","ALB",1984,57.064
"43","ALB",1985,57.267
"44","ALB",1986,56.402
"45","ALB",1987,56.775
"46","ALB",1988,57.442
"47","ALB",1989,54.811
"48","ALB",1990,40.289
"49","ALB",1991,32.27
"50","ALB",1992,25.537
"51","ALB",1993,21.771
"52","ALB",1994,20.456
"53","ALB",1995,21.98
"54","ALB",1996,24.616
"55","ALB",1997,22.247
"56","ALB",1998,23.725
"57","ALB",1999,21.708
"58","ALB",2000,27.313
"59","ALB",2001,25.18
"60","ALB",2002,27.144
"61","ALB",2003,32.027
"62","ALB",2004,34.837
"63","ALB",2005,34.45
"64","ALB",2006,32.07
"65","ALB",2007,25.174
"66","ALB",2008,28.165
"67","ALB",2009,32.405
"68","ALB",2010,38.863
"69","ALB",2011,28.64
"70","ALB",2012,29.163
"71","ALB",2013,37.024
"72","ALB",2014,31.828
"73","ALB",2015,33.685
"74","ALB",2016,39.446
"75","DZA",1965,24.761
"76","DZA",1966,29.769
"77","DZA",1967,28.174
"78","DZA",1968,30.244
"79","DZA",1969,33.475
"80","DZA",1970,36.655
"81","DZA",1971,39.674
"82","DZA",1972,44.559
"83","DZA",1973,53.116
"84","DZA",1974,58.82
"85","DZA",1975,70.311
"86","DZA",1976,82.032
"87","DZA",1977,90.164
"88","DZA",1978,113.317
"89","DZA",1979,148.488
"90","DZA",1980,177.097
"91","DZA",1981,215.121
"92","DZA",1982,248.026
"93","DZA",1983,270.925
"94","DZA",1984,260.115
"95","DZA",1985,262.181
"96","DZA",1986,277.446
"97","DZA",1987,285.079
"98","DZA",1988,305.389
"99","DZA",1989,297.028
"100","DZA",1990,314.95
"101","DZA",1991,312.043
"102","DZA",1992,320.191
"103","DZA",1993,297.932
"104","DZA",1994,301.892
"105","DZA",1995,313.11
"106","DZA",1996,309.901
"107","DZA",1997,297.847
"108","DZA",1998,308.311
"109","DZA",1999,311.398
"110","DZA",2000,299.936
"111","DZA",2001,310.801
"112","DZA",2002,321.941
"113","DZA",2003,336.876
"114","DZA",2004,349.734
"115","DZA",2005,366.175
"116","DZA",2006,379.183
"117","DZA",2007,399.601
"118","DZA",2008,423.509
"119","DZA",2009,448.802
"120","DZA",2010,437.402
"121","DZA",2011,464.422
"122","DZA",2012,507.603
"123","DZA",2013,536.956
"124","DZA",2014,585.572
"125","DZA",2015,617.482
"126","DZA",2016,616.819
"127","DZA",2017,623.512
"128","DZA",2018,672.071
"129","DZA",2019,705.04
"130","ASM",1980,1.76
"131","ASM",1981,2.053
"132","ASM",1982,2.933
"133","ASM",1983,1.76
"134","ASM",1984,2.053
"135","ASM",1985,2.053
"136","ASM",1986,1.97
"137","ASM",1987,2.045
"138","ASM",1988,1.988
"139","ASM",1989,2.29
"140","ASM",1990,2.408
"141","ASM",1991,2.408
"142","ASM",1992,2.477
"143","ASM",1993,2.41
"144","ASM",1994,2.348
"145","ASM",1995,2.285
"146","ASM",1996,2.291
"147","ASM",1997,2.348
"148","ASM",1998,2.348
"149","ASM",1999,2.348
"150","ASM",2000,2.299
"151","ASM",2001,2.299
"152","ASM",2002,2.337
"153","ASM",2003,2.337
"154","ASM",2004,2.337
"155","ASM",2005,2.483
"156","ASM",2006,2.525
"157","ASM",2007,2.525
"158","ASM",2008,2.532
"159","ASM",2009,2.525
"160","ASM",2010,2.525
"161","ASM",2011,1.441
"162","ASM",2012,1.445
"163","ASM",2013,1.441
"164","ASM",2014,1.441
"165","ASM",2015,1.441
"166","ASM",2016,1.464
"167","AGO",1980,16.953
"168","AGO",1981,16.83
"169","AGO",1982,17.985
"170","AGO",1983,19.186
"171","AGO",1984,17.426
"172","AGO",1985,21.253
"173","AGO",1986,21.234
"174","AGO",1987,21.908
"175","AGO",1988,22.619
"176","AGO",1989,21.86
"177","AGO",1990,23.212
"178","AGO",1991,24.33
"179","AGO",1992,24.689
"180","AGO",1993,24.236
"181","AGO",1994,23.64
"182","AGO",1995,25.369
"183","AGO",1996,24.365
"184","AGO",1997,27.429
"185","AGO",1998,24.654
"186","AGO",1999,27.549
"187","AGO",2000,32.352
"188","AGO",2001,35.087
"189","AGO",2002,37.433
"190","AGO",2003,41.561
"191","AGO",2004,45.975
"192","AGO",2005,39.096
"193","AGO",2006,49.367
"194","AGO",2007,56.799
"195","AGO",2008,66.591
"196","AGO",2009,75.871
"197","AGO",2010,81.982
"198","AGO",2011,86.456
"199","AGO",2012,96.665
"200","AGO",2013,102.287
"201","AGO",2014,109.605
"202","AGO",2015,113.28
"203","AGO",2016,104.001
"204","ATG",1980,1.76
"205","ATG",1981,1.467
"206","ATG",1982,2.053
"207","ATG",1983,1.173
"208","ATG",1984,1.467
"209","ATG",1985,1.467
"210","ATG",1986,1.356
"211","ATG",1987,1.688
"212","ATG",1988,1.693
"213","ATG",1989,1.688
"214","ATG",1990,1.751
"215","ATG",1991,1.745
"216","ATG",1992,1.749
"217","ATG",1993,1.745
"218","ATG",1994,1.868
"219","ATG",1995,1.991
"220","ATG",1996,1.997
"221","ATG",1997,2.052
"222","ATG",1998,2.052
"223","ATG",1999,2.052
"224","ATG",2000,2.138
"225","ATG",2001,2.138
"226","ATG",2002,2.292
"227","ATG",2003,2.409
"228","ATG",2004,2.499
"229","ATG",2005,2.537
"230","ATG",2006,2.615
"231","ATG",2007,2.74
"232","ATG",2008,2.803
"233","ATG",2009,2.937
"234","ATG",2010,2.84
"235","ATG",2011,2.832
"236","ATG",2012,2.91
"237","ATG",2013,2.911
"238","ATG",2014,2.976
"239","ATG",2015,3.046
"240","ATG",2016,3.067
"241","ARG",1965,313.231
"242","ARG",1966,323.641
"243","ARG",1967,333.257
"244","ARG",1968,344.787
"245","ARG",1969,356.643
"246","ARG",1970,336.879
"247","ARG",1971,357.883
"248","ARG",1972,364.29
"249","ARG",1973,379.975
"250","ARG",1974,396.538
"251","ARG",1975,386.568
"252","ARG",1976,407.628
"253","ARG",1977,425.852
"254","ARG",1978,434.447
"255","ARG",1979,460.764
"256","ARG",1980,460.339
"257","ARG",1981,443.802
"258","ARG",1982,454.453
"259","ARG",1983,474.774
"260","ARG",1984,473.949
"261","ARG",1985,462.455
"262","ARG",1986,510.452
"263","ARG",1987,533.491
"264","ARG",1988,540.642
"265","ARG",1989,518.595
"266","ARG",1990,513.207
"267","ARG",1991,519.095
"268","ARG",1992,558.363
"269","ARG",1993,576.369
"270","ARG",1994,587.044
"271","ARG",1995,610.793
"272","ARG",1996,654.167
"273","ARG",1997,650.551
"274","ARG",1998,674.382
"275","ARG",1999,659.49
"276","ARG",2000,686.126
"277","ARG",2001,678.563
"278","ARG",2002,646.03
"279","ARG",2003,693.085
"280","ARG",2004,730.03
"281","ARG",2005,778.556
"282","ARG",2006,818.009
"283","ARG",2007,854.109
"284","ARG",2008,868.655
"285","ARG",2009,851.891
"286","ARG",2010,896.428
"287","ARG",2011,913.633
"288","ARG",2012,939.687
"289","ARG",2013,979.05
"290","ARG",2014,974.129
"291","ARG",2015,996.057
"292","ARG",2016,993.388
"293","ARG",2017,990.812
"294","ARG",2018,983.575
"295","ARG",2019,961.881
"296","ARM",1992,56.827
"297","ARM",1993,42.687
"298","ARM",1994,38.678
"299","ARM",1995,38.116
"300","ARM",1996,48.167
"301","ARM",1997,40.913
"302","ARM",1998,43.809
"303","ARM",1999,26.542
"304","ARM",2000,28.876
"305","ARM",2001,28.291
"306","ARM",2002,27.086
"307","ARM",2003,29.906
"308","ARM",2004,31.267
"309","ARM",2005,36.243
"310","ARM",2006,35.848
"311","ARM",2007,39.991
"312","ARM",2008,38.591
"313","ARM",2009,34.446
"314","ARM",2010,39.23
"315","ARM",2011,41.663
"316","ARM",2012,44.799
"317","ARM",2013,43.496
"318","ARM",2014,44.238
"319","ARM",2015,40.5
"320","ARM",2016,42.077
"321","ABW",1986,0.426
"322","ABW",1987,0.426
"323","ABW",1988,1.634
"324","ABW",1989,2.172
"325","ABW",1990,2.294
"326","ABW",1991,2.502
"327","ABW",1992,2.749
"328","ABW",1993,2.793
"329","ABW",1994,3.064
"330","ABW",1995,3.468
"331","ABW",1996,2.286
"332","ABW",1997,3.697
"333","ABW",1998,3.697
"334","ABW",1999,3.697
"335","ABW",2000,4.421
"336","ABW",2001,4.575
"337","ABW",2002,4.729
"338","ABW",2003,5.266
"339","ABW",2004,5.492
"340","ABW",2005,5.931
"341","ABW",2006,5.919
"342","ABW",2007,6.1
"343","ABW",2008,5.73
"344","ABW",2009,5.712
"345","ABW",2010,5.362
"346","ABW",2011,5.417
"347","ABW",2012,5.357
"348","ABW",2013,5.185
"349","ABW",2014,5.264
"350","ABW",2015,5.426
"351","ABW",2016,5.418
"352","AUS",1965,405.358
"353","AUS",1966,444.668
"354","AUS",1967,471.61
"355","AUS",1968,500.152
"356","AUS",1969,520.756
"357","AUS",1970,568.171
"358","AUS",1971,596.637
"359","AUS",1972,623.909
"360","AUS",1973,667.015
"361","AUS",1974,709.237
"362","AUS",1975,721.03
"363","AUS",1976,746.352
"364","AUS",1977,783.364
"365","AUS",1978,802.791
"366","AUS",1979,834.459
"367","AUS",1980,840.092
"368","AUS",1981,847.067
"369","AUS",1982,846.545
"370","AUS",1983,848.329
"371","AUS",1984,885.373
"372","AUS",1985,892.155
"373","AUS",1986,922.338
"374","AUS",1987,946.983
"375","AUS",1988,991.034
"376","AUS",1989,1038.853
"377","AUS",1990,1057.157
"378","AUS",1991,1050.408
"379","AUS",1992,1061.06
"380","AUS",1993,1091.296
"381","AUS",1994,1134.833
"382","AUS",1995,1164.936
"383","AUS",1996,1194.316
"384","AUS",1997,1224.487
"385","AUS",1998,1253.046
"386","AUS",1999,1307.866
"387","AUS",2000,1313.507
"388","AUS",2001,1325.592
"389","AUS",2002,1345.272
"390","AUS",2003,1365.545
"391","AUS",2004,1410.881
"392","AUS",2005,1405.447
"393","AUS",2006,1490.384
"394","AUS",2007,1509.378
"395","AUS",2008,1534.266
"396","AUS",2009,1521.302
"397","AUS",2010,1527.103
"398","AUS",2011,1582.242
"399","AUS",2012,1562.975
"400","AUS",2013,1574.716
"401","AUS",2014,1597.398
"402","AUS",2015,1621.386
"403","AUS",2016,1634.105
"404","AUS",2017,1630.82
"405","AUS",2018,1665.527
"406","AUS",2019,1780.442
"407","AUT",1965,186.616
"408","AUT",1966,195.219
"409","AUT",1967,197.192
"410","AUT",1968,210.983
"411","AUT",1969,218.931
"412","AUT",1970,250.334
"413","AUT",1971,250.07
"414","AUT",1972,258.728
"415","AUT",1973,278.068
"416","AUT",1974,278.892
"417","AUT",1975,276.799
"418","AUT",1976,287.208
"419","AUT",1977,287.132
"420","AUT",1978,299.72
"421","AUT",1979,317.182
"422","AUT",1980,315.657
"423","AUT",1981,305.992
"424","AUT",1982,295.785
"425","AUT",1983,295.01
"426","AUT",1984,292.657
"427","AUT",1985,307.279
"428","AUT",1986,310.363
"429","AUT",1987,327.302
"430","AUT",1988,322.372
"431","AUT",1989,324.229
"432","AUT",1990,329.538
"433","AUT",1991,345.922
"434","AUT",1992,339.752
"435","AUT",1993,345.542
"436","AUT",1994,343.576
"437","AUT",1995,360.186
"438","AUT",1996,361.281
"439","AUT",1997,368.653
"440","AUT",1998,374.41
"441","AUT",1999,382.511
"442","AUT",2000,383.695
"443","AUT",2001,397.99
"444","AUT",2002,398.867
"445","AUT",2003,404.057
"446","AUT",2004,410.829
"447","AUT",2005,417.83
"448","AUT",2006,413.106
"449","AUT",2007,403.512
"450","AUT",2008,411.548
"451","AUT",2009,397.643
"452","AUT",2010,411.111
"453","AUT",2011,384.976
"454","AUT",2012,403.804
"455","AUT",2013,401.179
"456","AUT",2014,384.488
"457","AUT",2015,385.086
"458","AUT",2016,397.826
"459","AUT",2017,407.34
"460","AUT",2018,399.256
"461","AUT",2019,416.622
"462","AZE",1985,234.501
"463","AZE",1986,252.453
"464","AZE",1987,244.644
"465","AZE",1988,244.847
"466","AZE",1989,249.683
"467","AZE",1990,260.006
"468","AZE",1991,249.798
"469","AZE",1992,213.896
"470","AZE",1993,185.409
"471","AZE",1994,170.409
"472","AZE",1995,160.243
"473","AZE",1996,131.373
"474","AZE",1997,125.76
"475","AZE",1998,126.213
"476","AZE",1999,125.739
"477","AZE",2000,131.271
"478","AZE",2001,126.55
"479","AZE",2002,124.95
"480","AZE",2003,135.163
"481","AZE",2004,153.27
"482","AZE",2005,166.163
"483","AZE",2006,163.497
"484","AZE",2007,147.9
"485","AZE",2008,149.336
"486","AZE",2009,131.936
"487","AZE",2010,130.137
"488","AZE",2011,144.775
"489","AZE",2012,149.158
"490","AZE",2013,153.358
"491","AZE",2014,156.403
"492","AZE",2015,170.999
"493","AZE",2016,169.349
"494","AZE",2017,166.13
"495","AZE",2018,170.946
"496","AZE",2019,182.146
"497","BHR",1980,40.392
"498","BHR",1981,46.241
"499","BHR",1982,49.312
"500","BHR",1983,52.09
"501","BHR",1984,50.233
"502","BHR",1985,60.047
"503","BHR",1986,64.823
"504","BHR",1987,77.973
"505","BHR",1988,67.159
"506","BHR",1989,68.672
"507","BHR",1990,75.16
"508","BHR",1991,84.125
"509","BHR",1992,70.575
"510","BHR",1993,84.283
"511","BHR",1994,83.04
"512","BHR",1995,83.187
"513","BHR",1996,83.39
"514","BHR",1997,98.248
"515","BHR",1998,103.132
"516","BHR",1999,105.813
"517","BHR",2000,111.972
"518","BHR",2001,115.889
"519","BHR",2002,123.652
"520","BHR",2003,129.19
"521","BHR",2004,133.824
"522","BHR",2005,150.127
"523","BHR",2006,160.18
"524","BHR",2007,164.451
"525","BHR",2008,172.417
"526","BHR",2009,170.352
"527","BHR",2010,172.212
"528","BHR",2011,170.445
"529","BHR",2012,183.382
"530","BHR",2013,204.089
"531","BHR",2014,199.193
"532","BHR",2015,204.197
"533","BHR",2016,202.719
"534","BGD",1971,8.135
"535","BGD",1972,15.888
"536","BGD",1973,19.623
"537","BGD",1974,20.277
"538","BGD",1975,23.018
"539","BGD",1976,26.407
"540","BGD",1977,27.11
"541","BGD",1978,29.216
"542","BGD",1979,32.361
"543","BGD",1980,36.474
"544","BGD",1981,36.728
"545","BGD",1982,40.548
"546","BGD",1983,40.072
"547","BGD",1984,43.282
"548","BGD",1985,48.142
"549","BGD",1986,52.456
"550","BGD",1987,57.892
"551","BGD",1988,64.455
"552","BGD",1989,69.449
"553","BGD",1990,73.698
"554","BGD",1991,71.104
"555","BGD",1992,77.568
"556","BGD",1993,85.327
"557","BGD",1994,90.538
"558","BGD",1995,107.042
"559","BGD",1996,112.07
"560","BGD",1997,117.762
"561","BGD",1998,125.404
"562","BGD",1999,126.836
"563","BGD",2000,135.987
"564","BGD",2001,155.408
"565","BGD",2002,160.379
"566","BGD",2003,169.987
"567","BGD",2004,175.834
"568","BGD",2005,189.628
"569","BGD",2006,205.461
"570","BGD",2007,210.292
"571","BGD",2008,222.489
"572","BGD",2009,244.59
"573","BGD",2010,250.409
"574","BGD",2011,272.112
"575","BGD",2012,291.318
"576","BGD",2013,300.178
"577","BGD",2014,312.923
"578","BGD",2015,368.035
"579","BGD",2016,373.061
"580","BGD",2017,386.818
"581","BGD",2018,411.675
"582","BGD",2019,488.385
"583","BRB",1980,4.229
"584","BRB",1981,4.523
"585","BRB",1982,4.523
"586","BRB",1983,4.816
"587","BRB",1984,4.523
"588","BRB",1985,5.109
"589","BRB",1986,5.327
"590","BRB",1987,5.072
"591","BRB",1988,4.776
"592","BRB",1989,5.198
"593","BRB",1990,5.506
"594","BRB",1991,5.568
"595","BRB",1992,5.882
"596","BRB",1993,5.732
"597","BRB",1994,5.436
"598","BRB",1995,5.642
"599","BRB",1996,5.066
"600","BRB",1997,6.098
"601","BRB",1998,6.194
"602","BRB",1999,6.485
"603","BRB",2000,6.972
"604","BRB",2001,6.976
"605","BRB",2002,7.023
"606","BRB",2003,7.098
"607","BRB",2004,7.15
"608","BRB",2005,7.206
"609","BRB",2006,7.222
"610","BRB",2007,6.891
"611","BRB",2008,8.125
"612","BRB",2009,7.657
"613","BRB",2010,7.38
"614","BRB",2011,7.745
"615","BRB",2012,7.28
"616","BRB",2013,7.393
"617","BRB",2014,6.43
"618","BRB",2015,6.842
"619","BRB",2016,7.181
"620","BLR",1985,408.04
"621","BLR",1986,465.835
"622","BLR",1987,472.616
"623","BLR",1988,479.402
"624","BLR",1989,463.657
"625","BLR",1990,444.569
"626","BLR",1991,439.765
"627","BLR",1992,416.068
"628","BLR",1993,333.223
"629","BLR",1994,277.681
"630","BLR",1995,251.945
"631","BLR",1996,258.331
"632","BLR",1997,260.916
"633","BLR",1998,255.326
"634","BLR",1999,248.531
"635","BLR",2000,255.399
"636","BLR",2001,248.967
"637","BLR",2002,256.377
"638","BLR",2003,255.231
"639","BLR",2004,287.478
"640","BLR",2005,286.451
"641","BLR",2006,304.27
"642","BLR",2007,297.124
"643","BLR",2008,300.628
"644","BLR",2009,285.003
"645","BLR",2010,302.611
"646","BLR",2011,300.907
"647","BLR",2012,325.142
"648","BLR",2013,286.736
"649","BLR",2014,296.036
"650","BLR",2015,269
"651","BLR",2016,267.562
"652","BLR",2017,273.037
"653","BLR",2018,291.217
"654","BLR",2019,293.78
"655","BEL",1965,412.893
"656","BEL",1966,397.805
"657","BEL",1967,417.607
"658","BEL",1968,465.37
"659","BEL",1969,510.733
"660","BEL",1970,539.544
"661","BEL",1971,529.311
"662","BEL",1972,562.7
"663","BEL",1973,570.243
"664","BEL",1974,550.686
"665","BEL",1975,517.547
"666","BEL",1976,548.937
"667","BEL",1977,549.747
"668","BEL",1978,573.82
"669","BEL",1979,590.469
"670","BEL",1980,565.183
"671","BEL",1981,537.341
"672","BEL",1982,513.866
"673","BEL",1983,497.46
"674","BEL",1984,519.747
"675","BEL",1985,542.228
"676","BEL",1986,559.26
"677","BEL",1987,576.036
"678","BEL",1988,587.489
"679","BEL",1989,591.974
"680","BEL",1990,627.306
"681","BEL",1991,648.951
"682","BEL",1992,646.58
"683","BEL",1993,636.294
"684","BEL",1994,671.673
"685","BEL",1995,677.57
"686","BEL",1996,720.342
"687","BEL",1997,726.993
"688","BEL",1998,741.607
"689","BEL",1999,735.505
"690","BEL",2000,752.165
"691","BEL",2001,746.062
"692","BEL",2002,743.006
"693","BEL",2003,771.082
"694","BEL",2004,773.696
"695","BEL",2005,764.782
"696","BEL",2006,766.387
"697","BEL",2007,771.037
"698","BEL",2008,784.292
"699","BEL",2009,732.741
"700","BEL",2010,780.145
"701","BEL",2011,727.14
"702","BEL",2012,698.814
"703","BEL",2013,716.79
"704","BEL",2014,667.923
"705","BEL",2015,677.511
"706","BEL",2016,729.817
"707","BEL",2017,738.18
"708","BEL",2018,719.051
"709","BEL",2019,753.528
"710","BLZ",1980,0.991
"711","BLZ",1981,0.991
"712","BLZ",1982,0.991
"713","BLZ",1983,0.991
"714","BLZ",1984,0.991
"715","BLZ",1985,0.991
"716","BLZ",1986,1.198
"717","BLZ",1987,0.979
"718","BLZ",1988,0.748
"719","BLZ",1989,1.079
"720","BLZ",1990,1.424
"721","BLZ",1991,1.614
"722","BLZ",1992,1.352
"723","BLZ",1993,1.349
"724","BLZ",1994,1.287
"725","BLZ",1995,1.587
"726","BLZ",1996,1.411
"727","BLZ",1997,2.194
"728","BLZ",1998,2.158
"729","BLZ",1999,2.243
"730","BLZ",2000,2.463
"731","BLZ",2001,2.55
"732","BLZ",2002,2.441
"733","BLZ",2003,2.392
"734","BLZ",2004,2.249
"735","BLZ",2005,2.415
"736","BLZ",2006,2.835
"737","BLZ",2007,2.653
"738","BLZ",2008,2.436
"739","BLZ",2009,2.589
"740","BLZ",2010,2.998
"741","BLZ",2011,2.516
"742","BLZ",2012,2.59
"743","BLZ",2013,2.915
"744","BLZ",2014,2.846
"745","BLZ",2015,3.13
"746","BLZ",2016,3.088
"747","BEN",1980,1.76
"748","BEN",1981,1.76
"749","BEN",1982,1.173
"750","BEN",1983,1.76
"751","BEN",1984,1.76
"752","BEN",1985,2.053
"753","BEN",1986,2.035
"754","BEN",1987,1.574
"755","BEN",1988,1.991
"756","BEN",1989,2.042
"757","BEN",1990,2.37
"758","BEN",1991,2.788
"759","BEN",1992,3.085
"760","BEN",1993,3.414
"761","BEN",1994,3.581
"762","BEN",1995,3.871
"763","BEN",1996,4.234
"764","BEN",1997,4.602
"765","BEN",1998,4.998
"766","BEN",1999,2.278
"767","BEN",2000,6.5
"768","BEN",2001,7.399
"769","BEN",2002,8.522
"770","BEN",2003,9.882
"771","BEN",2004,10.39
"772","BEN",2005,9.701
"773","BEN",2006,13.482
"774","BEN",2007,16.009
"775","BEN",2008,16.315
"776","BEN",2009,17.994
"777","BEN",2010,20.624
"778","BEN",2011,19.134
"779","BEN",2012,18.028
"780","BEN",2013,18.414
"781","BEN",2014,19.677
"782","BEN",2015,21.99
"783","BEN",2016,23.142
"784","BMU",1980,2.347
"785","BMU",1981,2.053
"786","BMU",1982,2.053
"787","BMU",1983,2.347
"788","BMU",1984,2.347
"789","BMU",1985,2.053
"790","BMU",1986,2.024
"791","BMU",1987,2.918
"792","BMU",1988,3.184
"793","BMU",1989,3.848
"794","BMU",1990,2.731
"795","BMU",1991,2.393
"796","BMU",1992,1.869
"797","BMU",1993,2.172
"798","BMU",1994,2.093
"799","BMU",1995,2.147
"800","BMU",1996,2.215
"801","BMU",1997,2.209
"802","BMU",1998,2.209
"803","BMU",1999,2.209
"804","BMU",2000,2.415
"805","BMU",2001,2.449
"806","BMU",2002,2.577
"807","BMU",2003,2.572
"808","BMU",2004,2.663
"809","BMU",2005,2.804
"810","BMU",2006,3.167
"811","BMU",2007,3.678
"812","BMU",2008,3.519
"813","BMU",2009,2.769
"814","BMU",2010,3.26
"815","BMU",2011,2.107
"816","BMU",2012,2.278
"817","BMU",2013,2.289
"818","BMU",2014,2.964
"819","BMU",2015,2.492
"820","BMU",2016,3.164
"821","BTN",1980,0.033
"822","BTN",1981,0.121
"823","BTN",1982,0.156
"824","BTN",1983,0.145
"825","BTN",1984,0.128
"826","BTN",1985,0.158
"827","BTN",1986,0.981
"828","BTN",1987,3.57
"829","BTN",1988,4.607
"830","BTN",1989,4.597
"831","BTN",1990,4.806
"832","BTN",1991,4.851
"833","BTN",1992,4.991
"834","BTN",1993,4.951
"835","BTN",1994,5.317
"836","BTN",1995,5.633
"837","BTN",1996,6.06
"838","BTN",1997,6.054
"839","BTN",1998,5.98
"840","BTN",1999,5.967
"841","BTN",2000,6.085
"842","BTN",2001,6.452
"843","BTN",2002,7.26
"844","BTN",2003,8.155
"845","BTN",2004,7.54
"846","BTN",2005,8.723
"847","BTN",2006,14.096
"848","BTN",2007,19.657
"849","BTN",2008,20.976
"850","BTN",2009,21.319
"851","BTN",2010,22.7
"852","BTN",2011,22.006
"853","BTN",2012,21.729
"854","BTN",2013,23.75
"855","BTN",2014,22.657
"856","BTN",2015,24.356
"857","BTN",2016,24.753
"858","BOL",1980,21.68
"859","BOL",1981,24.33
"860","BOL",1982,21.363
"861","BOL",1983,21.899
"862","BOL",1984,21.068
"863","BOL",1985,19.51
"864","BOL",1986,19.752
"865","BOL",1987,19.427
"866","BOL",1988,22.362
"867","BOL",1989,25.324
"868","BOL",1990,26.807
"869","BOL",1991,26.329
"870","BOL",1992,28.485
"871","BOL",1993,28.117
"872","BOL",1994,31.433
"873","BOL",1995,36.075
"874","BOL",1996,35.305
"875","BOL",1997,39.657
"876","BOL",1998,36.784
"877","BOL",1999,41.291
"878","BOL",2000,43.332
"879","BOL",2001,36.943
"880","BOL",2002,40.424
"881","BOL",2003,54.502
"882","BOL",2004,56.587
"883","BOL",2005,55.464
"884","BOL",2006,61.102
"885","BOL",2007,65.676
"886","BOL",2008,67.431
"887","BOL",2009,66.521
"888","BOL",2010,67.612
"889","BOL",2011,67.273
"890","BOL",2012,83.281
"891","BOL",2013,84.723
"892","BOL",2014,85.651
"893","BOL",2015,83.531
"894","BOL",2016,90.937
"895","BIH",1992,43.651
"896","BIH",1993,31.17
"897","BIH",1994,33.044
"898","BIH",1995,55.424
"899","BIH",1996,35.78
"900","BIH",1997,53.03
"901","BIH",1998,62.623
"902","BIH",1999,64.387
"903","BIH",2000,68.545
"904","BIH",2001,68.069
"905","BIH",2002,68.891
"906","BIH",2003,60.128
"907","BIH",2004,63.263
"908","BIH",2005,58.803
"909","BIH",2006,61.086
"910","BIH",2007,57.484
"911","BIH",2008,65.793
"912","BIH",2009,77.948
"913","BIH",2010,85.024
"914","BIH",2011,81.815
"915","BIH",2012,74.518
"916","BIH",2013,80.961
"917","BIH",2014,79.855
"918","BIH",2015,78.868
"919","BIH",2016,82.61
"920","BWA",1980,4.29
"921","BWA",1981,4.508
"922","BWA",1982,4.14
"923","BWA",1983,4.071
"924","BWA",1984,4.037
"925","BWA",1985,5.524
"926","BWA",1986,5.649
"927","BWA",1987,6.135
"928","BWA",1988,7.112
"929","BWA",1989,8.05
"930","BWA",1990,8.887
"931","BWA",1991,9.284
"932","BWA",1992,11.3
"933","BWA",1993,10.886
"934","BWA",1994,10.689
"935","BWA",1995,10.791
"936","BWA",1996,9.856
"937","BWA",1997,10.126
"938","BWA",1998,10.971
"939","BWA",1999,10.173
"940","BWA",2000,13.388
"941","BWA",2001,13.926
"942","BWA",2002,14.382
"943","BWA",2003,14.466
"944","BWA",2004,14.439
"945","BWA",2005,15.486
"946","BWA",2006,15.9
"947","BWA",2007,16.065
"948","BWA",2008,16.616
"949","BWA",2009,15.432
"950","BWA",2010,13.781
"951","BWA",2011,13.783
"952","BWA",2012,13.334
"953","BWA",2013,16.402
"954","BWA",2014,17.686
"955","BWA",2015,21.166
"956","BWA",2016,21.059
"957","BRA",1965,269.297
"958","BRA",1966,293.779
"959","BRA",1967,304.348
"960","BRA",1968,348.011
"961","BRA",1969,379.954
"962","BRA",1970,440.505
"963","BRA",1971,481.739
"964","BRA",1972,554.967
"965","BRA",1973,661.668
"966","BRA",1974,722.817
"967","BRA",1975,763.68
"968","BRA",1976,838.691
"969","BRA",1977,896.275
"970","BRA",1978,987.785
"971","BRA",1979,1069.407
"972","BRA",1980,1091.087
"973","BRA",1981,1063.699
"974","BRA",1982,1116.458
"975","BRA",1983,1138.542
"976","BRA",1984,1222.398
"977","BRA",1985,1301.655
"978","BRA",1986,1387.889
"979","BRA",1987,1429.372
"980","BRA",1988,1483.962
"981","BRA",1989,1513.829
"982","BRA",1990,1488.864
"983","BRA",1991,1546.031
"984","BRA",1992,1618.266
"985","BRA",1993,1690.6
"986","BRA",1994,1776.66
"987","BRA",1995,1865.467
"988","BRA",1996,1969.716
"989","BRA",1997,2082.242
"990","BRA",1998,2158.258
"991","BRA",1999,2196.879
